id,Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,Touchscreen,IPS,Total_pixels,CPU_GHz,CPU_brand,CPU_model,SSD_GB,HDD_GB,Hybrid_GB,GPU_Intel,GPU_AMD,GPU_Nvidia
737,4,0,13.3,8,3,1.55,659.0,1,0,2073600,1.6,1,12,0,1024,0,620,0,0
527,10,3,15.6,8,2,2.2,459.0,0,0,1049088,2.0,1,11,0,2048,0,0,0,920
989,4,3,14.0,8,3,1.6,1119.0,0,0,2073600,2.5,1,12,128,0,0,620,0,0
587,10,4,14.0,12,3,1.4,1673.0,0,1,2073600,2.6,1,13,256,0,0,520,0,0
1220,10,3,15.6,8,3,2.3,1529.0,0,1,2073600,2.6,1,13,256,0,0,520,0,0
809,10,3,15.6,4,3,2.4,609.0,0,0,2073600,2.5,1,12,0,1024,0,0,0,920
1085,7,3,14.0,4,3,1.54,1030.99,0,0,2073600,2.3,1,12,0,500,0,520,0,0
1234,1,4,11.6,4,4,1.08,959.0,0,0,1049088,1.6,1,12,256,0,0,6000,0,0
1003,7,3,14.0,4,3,1.64,779.0,0,0,1049088,2.5,1,12,0,500,0,620,0,0
815,10,4,14.0,8,3,1.32,1859.0,0,0,2073600,2.7,1,13,256,0,0,620,0,0
647,14,1,14.0,16,3,1.95,2599.0,0,0,2073600,2.8,1,13,256,0,0,0,0,1060
1016,7,3,15.6,4,3,2.04,769.99,0,0,1049088,2.4,1,11,256,0,0,620,0,0
931,7,4,12.5,4,3,1.26,1579.0,0,0,2073600,2.3,1,12,0,500,0,520,0,0
551,4,3,15.6,8,3,1.9,1116.99,0,0,2073600,2.5,1,12,256,0,0,620,0,0
402,10,3,15.6,8,3,2.1,1144.5,0,1,2073600,1.6,1,12,256,1024,0,0,550,0
895,16,3,13.3,8,3,1.05,1475.0,0,0,2073600,2.5,1,12,256,0,0,620,0,0
225,0,3,15.6,8,3,2.2,832.0,0,0,2073600,2.7,1,13,256,0,0,0,0,940
105,7,3,14.0,6,3,1.58,659.0,0,1,2073600,2.5,1,12,256,0,0,0,0,940
266,2,0,13.3,8,3,1.1,1499.0,1,0,2073600,1.8,1,13,1024,0,0,620,0,0
524,4,3,17.3,8,1,2.8,889.0,0,1,2073600,1.6,1,12,128,1024,0,0,530,0
1221,11,1,15.6,8,3,2.2,1476.11,0,0,2073600,2.6,1,13,128,1024,0,0,0,1060
69,2,1,17.3,12,1,3.0,949.0,0,0,2073600,2.8,1,13,0,1024,0,0,0,1050
632,10,3,15.6,4,3,1.8,829.0,0,0,2073600,1.6,1,12,256,0,0,620,0,0
304,2,1,15.6,8,3,2.5,1265.0,0,0,2073600,2.8,1,13,128,1024,0,0,0,1050
308,10,3,15.6,8,3,2.3,819.0,0,0,2073600,2.5,1,12,128,1024,0,0,0,940
916,7,3,13.3,8,3,1.49,960.0,0,0,2073600,2.5,1,12,256,0,0,620,0,0
510,4,4,13.3,8,3,1.29,899.0,1,1,2073600,2.5,1,12,128,0,0,620,0,0
1165,4,1,15.6,8,3,2.62,1498.0,0,0,8294400,2.8,1,13,128,1024,0,0,0,1050
1115,4,4,13.3,8,3,1.23,1379.0,0,0,2073600,2.4,1,13,256,0,0,640,0,0
638,10,0,13.3,8,3,1.37,1757.42,1,1,2073600,2.7,1,13,256,0,0,620,0,0
335,7,3,14.0,8,3,1.48,1268.0,0,0,2073600,2.6,1,12,256,0,0,620,0,0
901,2,1,17.3,32,3,3.58,1279.0,0,1,2073600,2.7,1,13,512,0,0,0,0,980
889,10,3,17.3,4,3,2.8,379.0,0,0,1440000,2.2,0,4,0,500,0,0,3,0
979,2,1,17.3,16,3,2.99,1749.0,0,0,2073600,2.8,1,13,256,1024,0,0,0,1050
778,14,1,14.0,16,3,1.95,2899.0,0,0,2073600,2.8,1,13,512,0,0,0,0,1060
93,4,1,15.6,8,3,2.65,1195.0,0,0,2073600,2.5,1,12,256,0,0,0,0,1060
779,2,3,15.6,8,3,2.0,581.9,0,0,2073600,1.1,1,2,128,0,0,505,0,0
1207,10,3,15.6,4,3,2.2,299.0,0,0,1049088,2.2,0,3,0,500,0,0,2,0
6,1,4,15.4,16,4,2.04,2139.97,0,1,5184000,2.2,1,13,256,0,0,0,0,0
270,1,4,13.3,8,4,1.37,1958.9,0,1,4096000,2.9,1,12,512,0,0,550,0,0
1277,0,3,15.6,4,1,2.4,289.0,0,0,1049088,1.6,1,1,0,500,0,400,0,0
646,0,4,14.0,8,3,1.8,919.0,0,1,2073600,2.5,1,12,256,0,0,620,0,0
679,0,1,15.6,16,3,2.5,1299.0,0,0,2073600,2.5,1,12,256,0,0,0,0,1050
785,11,1,14.0,16,3,1.6,1891.0,0,1,2073600,2.8,1,13,256,1024,0,0,0,1060
143,16,3,15.6,4,3,2.1,602.0,0,0,1049088,2.3,1,12,0,500,0,520,0,0
572,7,3,15.6,6,3,1.95,649.0,0,1,2073600,3.0,0,7,256,0,0,0,530,0
86,7,4,15.6,8,3,1.83,699.0,0,1,2073600,1.8,1,13,256,0,0,0,0,940
525,10,3,14.0,8,3,2.02,1340.0,0,0,2073600,2.3,1,12,256,0,0,520,0,0
644,0,3,15.6,4,3,2.4,450.0,0,0,1049088,2.0,1,11,0,500,0,520,0,0
144,7,3,15.6,4,3,1.86,369.0,0,0,1049088,2.5,0,5,256,0,0,0,4,0
400,10,3,15.6,4,3,2.2,306.0,0,0,1049088,1.1,1,1,0,1024,0,500,0,0
481,4,3,15.6,4,3,2.18,586.6,0,0,1049088,2.4,1,11,0,1024,0,620,0,0
855,4,3,15.6,8,3,1.9,945.0,0,0,2073600,2.5,1,12,128,0,0,620,0,0
461,0,2,11.6,4,3,1.4,435.0,0,0,1049088,1.6,1,1,128,0,0,400,0,0
232,10,1,15.6,16,3,3.2,1499.0,0,1,2073600,2.8,1,13,256,1024,0,0,0,1060
653,11,1,15.6,8,3,2.2,1191.8,0,0,2073600,2.8,1,13,128,1024,0,0,0,1050
1031,0,3,15.6,6,3,2.1,409.0,0,0,1049088,3.0,0,7,0,1024,0,0,5,0
685,4,1,15.6,16,3,3.49,2813.75,0,0,2073600,2.9,1,13,256,1024,0,0,0,1070
1092,2,1,17.3,8,3,2.7,1599.0,0,1,2073600,2.8,1,13,256,1024,0,0,0,1060
412,7,3,15.6,4,3,2.1,469.0,0,0,2073600,2.0,1,11,0,1024,0,0,520,0
948,4,3,17.3,4,3,2.36,659.0,0,0,1440000,2.0,1,11,0,1024,0,0,7,0
1300,10,3,14.0,2,3,1.5,229.0,0,0,1049088,1.6,1,1,64,0,0,0,0,0
286,10,3,15.6,8,3,1.95,1097.0,0,1,2073600,2.7,1,13,256,0,0,630,0,0
1121,7,3,13.3,8,3,1.16,1690.0,0,0,2073600,2.3,1,12,256,0,0,520,0,0
1209,2,1,15.6,16,3,2.2,2449.0,0,0,2073600,2.8,1,13,256,1024,0,0,0,1070
388,4,5,15.6,8,3,2.0,2135.0,0,1,2073600,2.7,1,13,256,0,0,0,0,1200
754,2,3,15.6,4,3,2.37,849.9,0,0,1049088,2.7,1,13,256,0,0,620,0,0
159,16,3,15.6,4,3,2.1,447.0,0,0,1049088,2.2,1,11,0,500,0,520,0,0
204,4,5,15.6,16,3,2.8,3055.0,0,0,8294400,3.0,1,14,256,1024,0,0,0,1200
1181,10,4,15.6,6,3,1.54,831.0,0,0,2073600,2.7,1,13,256,0,0,0,0,920
46,10,3,15.6,4,2,2.2,369.0,0,0,1049088,2.0,1,11,128,0,0,520,0,0
465,2,3,15.6,4,3,2.0,304.0,0,0,1049088,1.1,1,2,0,500,0,500,0,0
952,16,3,13.3,8,3,1.2,1460.0,0,0,2073600,2.3,1,12,256,0,0,520,0,0
741,4,3,15.6,8,3,2.0,665.0,0,0,1049088,2.0,1,11,256,0,0,520,0,0
540,4,4,13.3,8,3,1.2,1399.0,1,0,5760000,1.8,1,13,256,0,0,620,0,0
974,2,1,17.3,16,3,2.73,2049.9,0,0,2073600,2.8,1,13,256,1024,0,0,0,1060
1006,7,3,14.0,4,3,1.95,1205.0,0,0,2073600,2.5,1,12,256,0,0,620,0,0
9,0,4,14.0,8,3,1.6,770.0,0,1,2073600,1.6,1,12,256,0,0,620,0,0
192,18,4,13.3,8,2,1.3,999.9,0,1,2073600,2.5,1,12,256,0,0,0,0,150
235,4,3,15.6,16,1,2.36,899.0,0,0,2073600,2.7,1,13,256,0,0,0,7,0
1249,4,0,13.3,8,3,1.24,1813.0,1,0,5760000,1.2,1,12,256,0,0,615,0,0
892,15,4,15.0,8,3,1.17,1699.0,0,0,2073600,2.7,1,13,256,0,0,620,0,0
802,4,4,13.3,8,3,1.29,1499.0,0,0,2073600,2.5,1,12,256,0,0,620,0,0
937,11,1,15.6,8,3,2.2,1199.0,0,0,2073600,2.8,1,13,128,1024,0,0,0,1050
996,7,4,13.3,8,3,1.11,1349.0,1,1,2073600,2.7,1,13,256,0,0,620,0,0
15,1,4,13.3,8,4,1.37,1518.55,0,1,4096000,2.3,1,12,256,0,0,640,0,0
375,7,3,15.6,4,3,1.91,488.99,0,0,2073600,3.0,0,7,256,0,0,0,5,0
745,0,3,14.0,2,0,1.68,330.0,0,0,1049088,1.6,1,1,32,0,0,400,0,0
526,10,3,15.6,4,3,2.2,799.0,0,0,2073600,2.7,1,13,0,1024,0,0,0,920
586,7,1,17.3,16,3,3.78,1498.0,0,1,2073600,2.8,1,13,256,1024,0,0,0,1050
531,16,3,15.6,8,3,2.0,860.0,0,1,2073600,2.5,1,12,0,500,0,620,0,0
1204,2,1,15.6,8,3,2.2,1169.0,0,0,2073600,2.6,1,13,0,1024,0,0,0,1060
1007,7,4,14.0,8,3,1.43,1449.0,0,0,2073600,2.6,1,13,256,0,0,520,0,0
1111,4,3,15.6,4,3,2.24,769.15,0,0,1049088,2.3,1,12,0,500,0,0,5,0
497,7,3,14.0,8,3,1.48,1749.0,0,0,2073600,2.8,1,13,1024,0,0,620,0,0
1242,0,3,15.6,4,1,2.4,361.8,0,0,1049088,2.0,1,11,0,500,0,520,0,0
391,2,1,17.3,16,3,3.0,1591.0,0,0,2073600,2.8,1,13,256,1024,0,0,0,1050
242,2,3,17.3,8,2,2.69,889.0,0,0,2073600,2.7,1,13,128,1024,0,0,0,950
553,7,3,17.3,8,3,2.65,544.15,0,0,1440000,2.0,1,11,0,1024,0,520,0,0
355,4,3,15.6,8,3,2.02,970.9,0,0,2073600,1.8,1,13,128,2048,0,0,530,0
818,4,1,17.3,16,3,4.36,2505.02,0,1,2073600,2.8,1,13,128,1024,0,0,0,1060
145,2,4,14.0,8,3,1.25,1099.0,0,0,2073600,1.8,1,13,256,0,0,620,0,0
1241,2,4,13.3,8,3,1.45,1280.0,0,0,2073600,2.5,1,13,256,0,0,520,0,0
133,0,3,15.6,4,3,2.2,572.0,0,0,2073600,2.7,1,11,256,0,0,0,0,130
1027,7,3,14.0,4,3,1.95,1060.0,0,0,1049088,2.5,1,12,0,500,0,620,0,0
922,7,4,13.3,8,3,1.39,1149.0,1,0,5760000,2.7,1,13,256,0,0,620,0,0
214,8,4,13.0,8,3,1.05,1499.0,0,1,3110400,2.7,1,13,512,0,0,620,0,0
58,11,1,17.3,16,3,2.43,2449.0,0,0,2073600,2.8,1,13,256,2048,0,0,0,1070
627,10,3,15.6,4,2,2.2,468.0,0,0,2073600,2.5,1,12,128,0,0,620,0,0
227,2,3,15.6,8,3,2.0,769.0,0,0,2073600,2.5,1,12,256,0,0,0,0,920
671,10,3,15.6,8,3,1.9,817.95,0,0,2073600,2.5,1,12,128,1024,0,0,5,0
857,7,0,13.3,8,3,1.28,2559.0,1,0,2073600,2.8,1,13,256,0,0,620,0,0
256,7,3,15.6,8,3,1.91,445.9,0,0,1049088,2.5,0,5,128,0,0,0,4,0
464,10,3,15.6,8,3,2.67,2090.0,0,0,2073600,2.9,1,13,256,0,0,0,0,2200
49,2,3,17.3,4,3,2.8,466.0,0,0,1049088,1.1,1,2,0,1024,0,0,0,920
301,2,1,17.3,16,3,2.9,2122.0,0,0,2073600,2.8,1,13,256,1024,0,0,0,1070
346,7,3,14.0,2,3,1.44,279.0,0,0,1049088,1.6,1,1,32,0,0,400,0,0
893,10,4,14.0,8,3,1.32,1799.0,0,1,2073600,2.5,1,12,256,0,0,620,0,0
566,4,3,15.6,4,3,1.93,959.0,0,0,1049088,2.6,1,12,0,500,0,620,0,0
881,7,0,15.6,4,3,2.3,684.8,1,0,1049088,2.5,1,12,0,500,0,620,0,0
1026,7,3,14.0,4,3,2.31,1189.0,0,0,1049088,2.5,1,12,0,500,0,620,0,0
1243,4,0,17.3,16,3,2.77,1799.0,1,0,2073600,2.7,1,13,512,0,0,0,0,940
964,7,3,15.6,8,3,2.04,846.5,0,0,1049088,2.5,1,12,0,1024,0,0,0,930
610,10,3,15.6,32,3,2.5,4899.0,0,1,8294400,3.1,1,14,1024,0,0,0,0,2200
1173,10,3,15.6,4,2,2.1,398.0,0,0,1049088,2.3,1,12,0,500,0,520,0,0
78,0,3,15.6,4,3,2.2,530.0,0,0,2073600,2.7,1,11,0,1024,0,0,0,130
1082,10,0,10.1,4,3,0.69,646.27,1,1,2304000,1.44,1,0,64,0,0,400,0,0
611,4,1,15.6,16,3,2.59,879.01,0,0,2073600,2.6,1,13,0,1024,0,0,0,960
1149,10,0,14.0,8,3,1.27,2339.0,1,1,3686400,2.5,1,13,256,0,0,520,0,0
118,2,3,17.3,4,3,2.0,564.0,0,0,2073600,2.0,1,11,0,1024,0,0,0,920
397,10,3,14.0,8,3,1.9,938.0,0,1,2073600,2.5,1,12,256,0,0,620,0,0
316,7,0,13.3,16,3,1.29,2449.0,1,1,8294400,1.8,1,13,1024,0,0,620,0,0
168,0,3,17.3,8,3,3.0,854.0,0,1,2073600,1.6,1,12,256,0,0,0,0,150
1013,7,4,14.0,8,3,1.54,1887.21,0,0,2073600,2.5,1,13,256,0,0,520,0,0
1002,4,3,15.6,4,3,2.18,547.0,0,0,1049088,2.4,1,11,128,0,0,620,0,0
318,7,3,14.0,8,3,1.95,980.0,0,0,2073600,2.5,1,12,256,0,0,620,0,0
310,10,3,13.3,8,3,1.1,999.0,0,1,2073600,2.5,1,12,256,0,0,620,0,0
760,10,1,15.6,8,3,2.5,1048.0,0,1,2073600,2.8,1,13,128,1024,0,0,0,1050
594,10,3,17.3,4,2,2.8,529.0,0,0,2073600,2.0,1,11,0,500,0,520,0,0
898,4,3,15.6,4,3,2.18,614.0,0,0,1049088,2.0,1,11,0,1024,0,0,5,0
687,4,3,15.6,4,3,2.2,545.67,0,0,1049088,2.0,1,11,0,1024,0,0,5,0
1301,7,3,15.6,6,3,2.19,764.0,0,0,1049088,2.5,1,13,0,1024,0,0,5,0
1180,10,0,14.0,8,3,1.36,1637.0,1,1,3686400,2.3,1,12,256,0,0,520,0,0
704,10,3,15.6,4,2,1.9,450.0,0,0,1049088,2.0,1,11,0,500,0,520,0,0
1118,16,4,13.3,16,3,1.05,2226.0,0,0,2073600,2.7,1,13,512,0,0,620,0,0
657,4,3,15.6,16,3,2.2,1135.0,0,0,2073600,1.8,1,13,256,2048,0,0,530,0
1253,10,3,14.0,8,3,1.9,1072.0,0,1,2073600,2.3,1,12,256,0,0,520,0,0
26,1,4,13.3,8,4,1.35,1099.0,0,0,1296000,1.6,1,12,128,0,0,6000,0,0
968,4,1,17.3,32,3,4.42,3149.0,0,1,2073600,2.8,1,13,256,1024,0,0,0,1070
810,7,1,17.3,12,3,3.74,1749.0,0,1,2073600,2.8,1,13,0,1024,0,0,580,0
695,0,2,11.6,4,3,1.4,269.0,0,0,1049088,1.6,1,1,32,0,0,0,0,0
669,0,3,15.6,4,1,2.1,412.0,0,0,1049088,2.0,1,11,128,0,0,520,0,0
841,4,1,17.3,32,3,4.42,3072.89,0,1,2073600,2.8,1,13,512,1024,0,0,0,1070
447,4,5,15.6,8,3,2.23,1993.0,0,0,2073600,3.0,1,14,64,1024,0,0,0,620
787,10,1,15.6,4,3,2.4,999.0,0,1,2073600,2.8,1,13,0,1024,0,0,0,1050
1034,7,3,15.6,8,3,1.84,1228.99,0,0,2073600,2.5,1,13,256,0,0,520,0,0
797,4,3,15.6,8,3,1.95,810.0,0,0,1049088,2.5,1,12,128,0,0,620,0,0
823,11,1,15.6,8,3,2.4,1199.0,0,0,2073600,2.5,1,12,256,0,0,0,0,1050
655,16,3,15.6,8,3,2.0,1064.0,0,1,2073600,2.5,1,12,0,500,0,620,0,0
1138,11,1,17.3,16,3,3.78,2399.0,0,0,2073600,2.7,1,13,256,1024,0,0,0,980
329,4,3,15.6,32,3,2.06,2639.0,1,0,8294400,2.8,1,13,1024,0,0,0,0,1050
516,7,3,15.6,4,3,2.04,521.47,1,0,1049088,1.6,1,12,0,1024,0,620,0,0
1288,2,3,15.6,4,3,2.2,369.0,0,0,1049088,1.6,1,1,0,500,0,0,0,0
1012,7,3,14.0,4,3,1.48,1590.0,0,0,2073600,2.5,1,12,256,0,0,620,0,0
1151,7,3,15.6,4,3,1.86,297.0,0,0,1049088,1.8,0,3,0,500,0,0,2,0
793,10,0,15.6,8,3,2.08,959.0,1,0,2073600,2.5,1,12,256,0,0,0,7,0
601,7,3,15.6,4,3,2.1,668.48,0,0,1049088,2.4,1,11,0,500,0,620,0,0
942,0,3,15.6,4,3,2.23,619.0,0,0,1049088,2.5,1,12,0,500,0,620,0,0
844,7,4,14.0,8,3,1.54,1870.0,0,0,2073600,2.5,1,13,512,0,0,520,0,0
782,16,4,14.0,16,3,1.47,1764.0,0,1,2073600,2.6,1,13,512,0,0,0,0,930
425,4,1,15.6,8,3,2.62,1159.0,0,1,2073600,2.8,1,13,128,1024,0,0,0,1050
691,10,3,14.0,4,3,1.7,699.0,0,0,2073600,2.5,1,12,256,0,0,620,0,0
59,2,3,15.6,4,1,2.0,415.0,0,0,2073600,2.0,1,11,256,0,0,520,0,0
1185,2,1,15.6,8,3,2.591,909.0,0,1,2073600,2.6,1,13,256,1024,0,0,0,960
35,10,3,14.0,4,3,1.44,249.0,0,0,1049088,1.1,1,1,64,0,0,500,0,0
313,0,3,15.6,8,3,2.23,469.0,0,0,2073600,2.2,0,6,256,0,0,0,5,0
977,2,0,15.6,16,3,2.3,1799.0,1,0,8294400,2.7,1,13,512,2048,0,0,0,950
258,11,1,17.3,16,3,4.14,2499.0,0,0,2073600,2.8,1,13,512,1024,0,0,0,1070
878,4,3,15.6,4,3,2.18,912.5,0,0,2073600,2.5,1,12,128,1024,0,0,0,940
690,0,3,14.0,4,0,1.45,375.0,0,0,1049088,1.6,1,1,32,0,0,510,0,0
252,2,3,15.6,4,3,1.68,469.0,0,0,1049088,3.0,0,7,0,1024,0,0,5,0
918,4,1,15.6,16,3,2.6,1349.0,0,0,2073600,2.8,1,13,128,1024,0,0,0,1050
659,4,1,17.3,32,3,4.42,3147.37,0,1,8294400,2.8,1,13,512,1024,0,0,0,1070
554,7,3,17.3,8,3,2.63,1280.0,0,0,2073600,2.7,1,13,0,1024,0,0,0,930
428,7,1,17.3,12,3,3.35,1999.0,0,0,2073600,2.8,1,13,256,1024,0,0,0,1070
64,7,3,15.6,8,3,1.86,690.0,0,0,2073600,2.5,1,12,256,0,0,620,0,0
1131,10,0,14.0,8,3,1.8,2050.38,1,1,2073600,2.6,1,13,512,0,0,0,0,500
200,4,1,15.6,16,3,2.65,1845.0,0,1,8294400,2.8,1,13,512,1024,0,0,0,1060
1296,7,2,11.6,2,3,1.17,209.0,0,0,1049088,1.6,1,1,32,0,0,400,0,0
1072,7,4,12.5,8,3,1.26,1199.0,0,0,2073600,2.3,1,12,256,0,0,520,0,0
1025,7,4,12.5,4,3,1.26,1559.0,0,0,1049088,2.5,1,12,256,0,0,620,0,0
1200,4,3,15.6,4,3,2.3,499.0,0,0,1049088,2.0,1,11,128,0,0,0,7,0
152,10,3,15.6,4,3,1.9,498.0,0,0,1049088,2.5,1,12,128,0,0,620,0,0
437,6,4,12.3,16,0,1.1,2199.0,1,0,3840000,1.3,1,13,512,0,0,615,0,0
25,4,3,15.6,4,3,2.3,418.64,0,0,1049088,2.0,1,11,0,1024,0,520,0,0
1257,4,3,15.6,4,3,2.29,490.0,0,0,1049088,2.0,1,11,0,500,0,520,0,0
466,0,3,15.6,4,3,2.2,469.0,0,0,1049088,2.0,1,11,0,500,0,0,0,940
265,4,0,15.6,8,3,2.67,799.0,1,0,2073600,1.6,1,12,256,0,0,620,0,0
752,2,3,15.6,4,2,2.45,579.0,0,0,1049088,2.3,1,12,0,1024,0,0,0,950
24,7,4,15.6,8,3,1.91,659.0,0,0,2073600,1.8,1,13,256,0,0,620,0,0
100,7,3,15.6,8,3,1.91,719.0,0,0,2073600,2.7,1,13,256,0,0,0,530,0
519,2,1,17.3,16,3,3.0,1504.0,0,0,2073600,2.8,1,13,256,1024,0,0,0,1050
645,10,3,14.0,4,3,1.43,274.0,0,0,1049088,1.6,1,1,32,0,0,0,0,0
1053,7,3,15.6,4,3,2.04,979.0,0,0,1049088,2.5,1,12,256,0,0,620,0,0
207,4,4,13.3,8,3,1.21,1949.0,1,1,8294400,1.8,1,13,256,0,0,620,0,0
226,4,3,15.6,16,3,2.3,859.01,1,0,2073600,2.7,1,13,0,1024,0,0,7,0
683,7,3,17.3,4,3,2.5,699.0,0,1,2073600,2.0,1,11,256,0,0,0,5,0
127,2,3,14.0,4,3,1.65,277.99,0,0,1049088,1.5,0,3,64,0,0,0,2,0
1213,4,0,15.6,8,3,2.191,999.0,1,1,2073600,2.5,1,12,256,0,0,620,0,0
1229,11,1,15.6,8,3,2.2,1149.0,0,0,2073600,2.8,1,13,128,1024,0,0,0,1050
742,16,3,14.0,8,3,1.25,1535.0,1,1,2073600,2.5,1,12,256,0,0,620,0,0
273,10,0,14.0,16,3,1.36,2499.0,1,0,3686400,2.6,1,13,512,0,0,520,0,0
404,11,1,17.3,16,3,2.8,2249.0,0,0,2073600,2.8,1,13,256,1024,0,0,0,1070
1217,10,3,17.3,8,2,2.8,539.0,0,0,1440000,2.5,1,12,0,1024,0,620,0,0
1212,11,1,17.3,16,3,2.43,1948.99,0,1,2073600,2.6,1,13,256,1024,0,0,0,1060
1168,7,3,14.0,2,3,1.44,249.0,0,0,1049088,1.6,1,1,32,0,0,400,0,0
590,2,0,15.6,8,3,2.2,739.0,1,0,1049088,2.5,1,12,0,1024,0,520,0,0
111,4,4,13.3,8,3,1.23,1379.0,1,0,5760000,2.4,1,13,256,0,0,640,0,0
1279,10,3,15.6,8,3,2.6,899.0,0,1,2073600,2.6,1,13,0,1024,0,0,0,960
1159,7,0,13.3,8,3,1.48,2041.0,1,0,3686400,2.6,1,13,512,0,0,520,0,0
891,7,0,13.3,16,3,1.42,1399.0,1,0,5760000,2.7,1,13,256,0,0,620,0,0
848,7,0,13.3,8,3,1.28,2277.0,1,0,2073600,2.5,1,12,256,0,0,620,0,0
87,7,3,15.6,8,3,1.96,598.99,0,0,2073600,2.5,1,12,256,0,0,620,0,0
1205,4,3,15.6,8,3,2.36,889.0,0,0,2073600,2.5,1,12,256,0,0,0,7,0
374,4,0,13.3,8,3,1.62,869.01,1,0,2073600,1.8,1,13,256,0,0,620,0,0
1032,11,1,17.3,8,3,2.7,1191.8,0,0,2073600,2.8,1,13,128,1024,0,0,0,1050
530,4,1,17.3,16,3,4.42,3012.77,0,1,2073600,2.8,1,13,128,1024,0,0,0,1070
338,2,3,15.6,4,1,2.0,274.99,0,0,1049088,1.1,1,1,0,1024,0,500,0,0
275,4,3,15.6,12,3,2.3,713.07,0,0,1049088,2.7,1,13,0,1024,0,620,0,0
89,4,4,13.3,8,3,1.21,1649.0,0,1,2073600,1.8,1,13,256,0,0,620,0,0
1293,10,3,15.6,8,3,2.6,899.0,0,1,2073600,2.6,1,13,0,1024,0,0,0,960
821,16,4,14.0,4,3,1.25,1090.0,0,0,1049088,2.5,1,12,128,0,0,620,0,0
1289,2,4,13.3,8,3,1.2,729.0,0,1,2073600,0.9,1,10,512,0,0,515,0,0
38,7,3,15.6,4,3,1.86,488.69,0,0,1049088,2.5,1,12,0,1024,0,620,0,0
701,10,3,15.6,4,3,2.2,399.0,0,0,2073600,2.9,0,7,256,0,0,0,530,0
1150,10,3,15.6,4,2,1.9,339.0,0,0,1049088,2.0,1,11,0,1024,0,520,0,0
673,10,3,15.6,4,3,2.2,349.0,0,0,1049088,2.2,0,3,128,0,0,0,2,0
962,0,3,15.6,12,3,2.4,1009.0,0,0,2073600,2.5,1,12,128,1024,0,0,0,950
1097,11,1,17.3,8,3,2.6,1599.0,0,0,2073600,2.6,1,13,256,0,0,0,0,965
223,7,3,15.6,8,3,2.1,794.0,0,0,2073600,1.6,1,12,0,1024,0,620,0,0
449,13,4,13.5,16,3,1.25,2589.0,1,0,3393024,2.5,1,13,512,0,0,640,0,0
45,1,4,13.3,8,4,1.37,1419.0,0,1,4096000,2.0,1,12,256,0,0,540,0,0
1143,7,5,15.6,8,3,2.59,2229.0,0,1,2073600,2.6,1,13,256,0,0,0,0,1000
1096,4,3,15.6,8,3,2.36,638.8,0,0,2073600,2.5,1,12,0,1024,0,0,7,0
814,4,3,15.6,8,3,2.18,789.81,0,0,2073600,2.5,1,12,256,0,0,0,5,0
1237,4,3,15.6,4,3,2.24,737.0,0,0,1049088,2.3,1,12,0,500,0,520,0,0
1182,4,3,15.6,8,1,1.98,895.01,0,0,2073600,2.7,1,13,256,0,0,0,0,940
393,11,1,17.3,8,3,2.7,1349.0,0,0,2073600,2.8,1,13,256,0,0,0,0,1050
446,0,3,15.6,4,1,2.4,441.8,0,0,1049088,2.5,1,12,0,500,0,620,0,0
522,4,3,14.0,8,3,1.64,1279.73,0,0,2073600,2.6,1,12,256,0,0,620,0,0
88,2,1,15.6,16,3,2.2,1449.0,0,1,2073600,2.8,1,13,128,1024,0,0,0,1060
1124,2,3,15.6,4,3,2.0,435.0,0,0,1049088,2.4,1,11,0,1024,0,620,0,0
759,0,3,15.6,4,3,2.1,599.0,0,0,1049088,2.5,1,12,256,0,0,620,0,0
396,10,3,15.6,8,3,2.1,1229.56,0,1,2073600,1.8,1,13,256,0,0,0,550,0
591,10,3,15.6,12,3,2.2,949.0,0,0,2073600,3.6,0,9,512,0,0,0,530,0
1189,0,1,17.3,16,3,4.2,2599.0,0,1,2073600,2.8,1,13,256,1024,0,0,0,1070
828,0,2,11.6,4,0,1.35,355.0,0,1,1049088,1.6,1,1,32,0,0,400,0,0
819,4,3,14.0,4,3,1.76,755.0,0,0,1049088,2.3,1,12,0,500,0,520,0,0
1052,4,0,15.6,8,3,2.3,1094.0,1,1,2073600,2.7,1,12,256,0,0,620,0,0
1083,7,4,13.3,16,3,1.3,2049.0,0,1,8294400,2.7,1,13,512,0,0,620,0,0
598,4,0,12.5,8,3,1.34,1670.0,1,0,2073600,2.5,1,12,256,0,0,620,0,0
1252,10,3,15.6,6,3,2.4,569.0,0,0,2073600,2.3,1,11,128,0,0,0,0,920
856,2,3,15.6,4,3,2.0,449.0,0,0,1049088,1.1,1,2,0,1024,0,505,0,0
584,4,2,11.6,4,0,1.26,295.0,0,0,1049088,1.6,1,1,16,0,0,400,0,0
829,0,3,14.0,8,3,1.5,619.0,0,1,2073600,2.4,1,11,128,0,0,620,0,0
55,4,3,15.6,8,3,2.13,767.8,0,0,2073600,1.8,1,13,256,0,0,0,520,0
241,2,3,17.3,8,3,2.1,1145.0,0,0,2073600,1.8,1,13,128,1024,0,0,0,150
783,10,3,15.6,8,2,2.2,329.0,0,0,1049088,1.6,1,1,0,1024,0,405,0,0
1017,10,3,17.3,16,3,2.4,2968.0,0,1,8294400,2.7,1,13,512,0,0,0,0,3000
379,0,3,15.6,8,1,2.4,846.0,0,0,2073600,2.8,1,13,0,1024,0,0,0,1050
