year,severity_index,casualties,economic_loss,response_hours,aid_amount,response_score,recovery_days,casualties_log,economic_loss_log,aid_amount_log,recovery_days_log,response_hours_log,country_Australia,country_Bangladesh,country_Brazil,country_Canada,country_Chile,country_China,country_Congo,country_France,country_Germany,country_Greece,country_India,country_Indonesia,country_Ireland,country_Italy,country_Japan,country_Mexico,country_New Zealand,country_Nigeria,country_Peru,country_Philippines,country_South Africa,country_Spain,country_Turkey,country_United States,disaster_type_Cyclone,disaster_type_Drought,disaster_type_Earthquake,disaster_type_Extreme Cold,disaster_type_Extreme Heat,disaster_type_Flood,disaster_type_Landslide,disaster_type_Storm Surge,disaster_type_Tornado,disaster_type_Tsunami,disaster_type_Volcanic Eruption,disaster_type_Wildfire
2021,0.4,13,40000.0,32.0,8600.0,26.83,59.0,2.6390573296152584,10.596659732783579,9.059633754551479,4.0943445622221,3.4965075614664802,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2022,3.2,13,320000.0,4.0,68800.0,95.12,250.0,2.6390573296152584,12.676079399771027,11.138973558699526,5.5254529391317835,1.6094379124341003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2022,2.3,35,230000.0,15.0,49450.0,68.29,640.0,3.58351893845611,12.345838935721968,10.808737559293304,6.46302945692067,2.772588722239781,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2022,2.8,67,280000.0,24.0,60200.0,46.34,246.0,4.219507705176107,12.54254845357358,11.005444242454628,5.5093883366279774,3.2188758248682006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2022,0.3,3,30000.0,11.0,6450.0,78.05,180.0,1.3862943611198906,10.308985993422082,8.771990436532242,5.198497031265826,2.4849066497880004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2022,3.2,90,320000.0,28.0,68800.0,36.59,59.0,4.51085950651685,12.676079399771027,11.138973558699526,4.0943445622221,3.367295829986474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2023,4.3,47,1720000.0,11.0,369800.0,78.05,142.0,3.871201010907891,14.357835430184815,12.820720302095918,4.962844630259907,2.4849066497880004,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2023,2.6,8,2600000.0,3.0,559000.0,97.56,186.0,2.1972245773362196,14.77102238760702,13.233906541044401,5.231108616854587,1.3862943611198906,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2023,0.9,6,90000.0,7.0,19350.0,87.8,80.0,1.9459101490553132,11.407576060361786,9.870499376709148,4.394449154672439,2.0794415416798357,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024,2.4,62,240000.0,26.0,51600.0,41.46,45.0,4.143134726391533,12.388398368982115,10.851296331126829,3.828641396489095,3.295836866004329,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024,1.5,50,1500000.0,33.0,322500.0,24.39,345.0,3.9318256327243257,14.220976332738882,12.683861515988351,5.846438775057725,3.5263605246161616,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024,2.4,53,1200000.0,22.0,258000.0,51.22,665.0,3.9889840465642745,13.997832948091215,12.460718739865236,6.501289670540389,3.1354942159291497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2024,1.2,4,360000.0,3.0,77400.0,97.56,229.0,1.6094379124341003,12.793862088206213,11.256754979390998,5.438079308923196,1.3862943611198906,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2005,0.2,4,10816.2,21.0,2325.2,53.66,132.0,1.6094379124341003,9.288892738874173,7.751991313904939,4.890349128221754,3.091042453358316,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2012,2.9,49,1105451.0,17.0,237631.02,63.41,54.0,3.912023005428146,13.915764859069695,12.378478621700497,4.007333185232471,2.8903717578961645,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
2020,3.0,21,3583263.0,7.0,770219.72,87.8,987.0,3.091042453358316,15.091784674845435,13.55443240210444,6.895682697747868,2.0794415416798357,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2021,3.0,60,137553.0,20.0,29564.96,56.1,570.0,4.110873864173311,11.831771846264319,10.294378978554755,6.3473892096560105,3.044522437723423,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2020,0.1,0,22879.0,2.0,4917.44,100.0,166.0,0.0,10.038018445493734,8.500746686037296,5.117993812416755,1.0986122886681098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2020,5.1,26,292587.0,5.0,62877.57,92.68,110.0,3.295836866004329,12.586520755107202,11.048960685114212,4.709530201312334,1.791759469228055,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2023,4.0,4,63264.0,1.0,13593.6,100.0,148.0,1.6094379124341003,11.055087532623364,9.517427934051886,5.003946305945459,0.6931471805599453,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1997,1.1,3,3141.6,3.0,290.0,97.56,25.0,1.3862943611198906,8.052805761756032,5.673323267171493,3.258096538021482,1.3862943611198906,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021,2.8,8,388311.0,3.0,83431.98,97.56,15.0,2.1972245773362196,12.869564419182494,11.33179895382469,2.772588722239781,1.3862943611198906,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2024,6.4,141,1595486.0,22.0,342754.87,51.22,92.0,4.955827057601261,14.282689576751228,12.744773723463176,4.532599493153256,3.1354942159291497,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2017,3.3,76,913301.4,23.0,196159.84,48.78,55.0,4.343805421853684,13.72482232050945,12.186690213939412,4.02535169073515,3.1780538303479458,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2022,2.4,46,42144.0,19.0,3751.0,58.54,103.0,3.8501476017100584,10.648871332431582,8.230044310126114,4.6443908991413725,2.995732273553991,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2019,1.8,20,48479.0,11.0,10406.34,78.05,71.0,3.044522437723423,10.788906620743196,9.25026660542225,4.276666119016055,2.4849066497880004,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2020,5.6,202,522086.0,36.0,112065.26,17.07,134.0,5.313205979041787,13.165589519644097,11.626845582489572,4.90527477843843,3.6109179126442243,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007,3.2,83,3212566.0,26.0,689156.78,41.46,44.0,4.430816798843313,14.982580863999257,13.443225522328252,3.8066624897703196,3.295836866004329,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2024,1.1,36,50915.7,33.0,10919.29,24.39,159.0,3.6109179126442243,10.837946243030002,9.298377805722827,5.075173815233827,3.5263605246161616,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004,1.6,72,40350.4,45.0,8652.97,0.0,12.0,4.290459441148391,10.605381369502632,9.065773454173783,2.5649493574615367,3.828641396489095,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2022,0.9,1,80091.9,1.0,17160.31,100.0,34.0,0.6931471805599453,11.290942489926765,9.750412710454519,3.5553480614894135,0.6931471805599453,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2020,1.8,7,348881.4,4.0,74727.03,95.12,107.0,2.0794415416798357,12.762490181649143,11.221610535008551,4.68213122712422,1.6094379124341003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2004,0.5,36,23830.0,71.0,5104.09,0.0,35.0,3.6109179126442243,10.078742533123364,8.537993360218094,3.58351893845611,4.276666119016055,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2007,0.4,4,88518.4,11.0,18959.28,78.05,83.0,1.6094379124341003,11.390977016012778,9.850101543632457,4.430816798843313,2.4849066497880004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2006,0.2,4,10995.0,21.0,2354.89,53.66,140.0,1.6094379124341003,9.305286849285137,7.764673854377593,4.948759890378168,3.091042453358316,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2011,4.1,25,149994.4,6.0,32117.32,90.24,156.0,3.258096538021482,11.918359905941495,10.37718186283228,5.056245805348308,1.9459101490553132,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2007,1.8,41,102891.6,23.0,22026.37,48.78,176.0,3.7376696182833684,11.541441004756093,10.000041050009703,5.176149732573829,3.1780538303479458,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1993,6.6,231,13200000.0,35.0,2824800.0,19.51,301.0,5.44673737166631,16.395727463314174,14.853948477603614,5.71042701737487,3.58351893845611,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1998,3.2,19,2560000.0,6.0,547840.0,90.24,59.0,2.995732273553991,14.75551820708067,13.21374037784426,4.0943445622221,1.9459101490553132,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1999,1.0,19,100000.0,19.0,21400.0,58.54,46.0,2.995732273553991,11.51293546492023,9.97119292889014,3.8501476017100584,2.995732273553991,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2000,2.7,41,4860000.0,15.0,1040040.0,68.29,158.0,3.7376696182833684,15.396549201637972,13.854770693417409,5.0689042022202315,2.772588722239781,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2000,3.9,27,1170000.0,7.0,250380.0,87.8,30.0,3.332204510175204,13.972515161474428,12.430739036734906,3.4339872044851463,2.0794415416798357,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2000,0.5,2,350000.0,3.0,74900.0,97.56,51.0,1.0986122886681098,12.765691290604371,11.223922520551032,3.9512437185814275,1.3862943611198906,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2002,3.8,68,380000.0,18.0,81320.0,60.98,53.0,4.23410650459726,12.847929163278053,11.30615956476456,3.9889840465642745,2.9444389791664403,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2002,0.2,1,20000.0,5.0,4280.0,92.68,14.0,0.6931471805599453,9.90353755128617,8.361941906144946,2.70805020110221,1.791759469228055,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2003,3.5,35,170000.0,10.0,36380.0,80.49,1205.0,3.58351893845611,12.04355959836804,10.501801939324901,7.095064377287131,2.3978952727983707,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2003,1.8,67,100000.0,37.0,21400.0,14.63,200.0,4.219507705176107,11.51293546492023,9.97119292889014,5.303304908059076,3.6375861597263857,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2004,0.6,14,60000.0,24.0,12840.0,46.34,34.0,2.70805020110221,11.002116507732017,9.460398455831275,3.5553480614894135,3.2188758248682006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2005,5.7,68,10260000.0,12.0,2195640.0,75.61,194.0,4.23410650459726,16.14376349517278,14.601984589194577,5.272999558563747,2.5649493574615367,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2005,1.8,32,720000.0,18.0,154080.0,60.98,150.0,3.4965075614664802,13.487007879880162,11.945233717145886,5.017279836814924,2.9444389791664403,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2005,0.5,7,175000.0,14.0,37450.0,70.73,110.0,2.0794415416798357,12.07254696717504,10.530788690858559,4.709530201312334,2.70805020110221,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2005,1.4,53,1800000.0,38.0,385200.0,12.2,479.0,3.9889840465642745,14.403297778421795,12.861520554956735,6.173786103901937,3.6635616461296463,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2005,3.2,6,320000.0,2.0,68480.0,100.0,57.0,1.9459101490553132,12.676079399771027,11.134311613512741,4.060443010546419,1.0986122886681098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2007,1.3,22,520000.0,17.0,111280.0,63.41,113.0,3.1354942159291497,13.161586013632684,11.619813812897709,4.736198448394496,2.8903717578961645,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007,2.3,129,230000.0,56.0,49220.0,0.0,377.0,4.867534450455582,12.345838935721968,10.804075640682992,5.934894195619588,4.04305126783455,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2008,1.5,71,1350000.0,47.0,288900.0,0.0,121.0,4.276666119016055,14.115615891155079,12.573839347853667,4.804021044733257,3.871201010907891,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2009,0.2,6,20000.0,32.0,4280.0,26.83,80.0,1.9459101490553132,9.90353755128617,8.361941906144946,4.394449154672439,3.4965075614664802,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2009,1.8,74,180000.0,41.0,38520.0,4.88,95.0,4.31748811353631,12.100717685412471,10.558958826115072,4.564348191467836,3.7376696182833684,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2010,2.2,26,1100000.0,12.0,235400.0,75.61,105.0,3.295836866004329,13.910821646859095,12.36904572188765,4.663439094112067,2.5649493574615367,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,3.3,132,990000.0,40.0,211860.0,7.32,588.0,4.890349128221754,13.805461232211272,12.263685678237525,6.3784261836515865,3.713572066704308,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2012,0.7,11,1260000.0,15.0,269640.0,68.29,177.0,2.4849066497880004,14.04662307257814,12.504846723609067,5.181783550292085,2.772588722239781,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2012,0.8,8,720000.0,10.0,154080.0,80.49,161.0,2.1972245773362196,13.487007879880162,11.945233717145886,5.087596335232384,2.3978952727983707,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2012,0.3,8,150000.0,25.0,32100.0,43.9,69.0,2.1972245773362196,11.918397239722838,10.376642461280849,4.248495242049359,3.258096538021482,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2013,1.6,6,1600000.0,4.0,342400.0,95.12,323.0,1.9459101490553132,14.285514812209815,12.743737843806207,5.780743515792329,1.6094379124341003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2013,0.9,4,90000.0,4.0,19260.0,95.12,19.0,1.6094379124341003,11.407576060361786,9.865837605084222,2.995732273553991,1.6094379124341003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2013,0.8,6,80000.0,7.0,17120.0,87.8,72.0,1.9459101490553132,11.289794413577894,9.748061059204817,4.290459441148391,2.0794415416798357,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2014,4.2,21,7560000.0,5.0,1617840.0,92.68,296.0,3.091042453358316,15.83838188043084,14.296603102303333,5.6937321388027,1.791759469228055,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2014,2.0,4,200000.0,2.0,42800.0,100.0,44.0,1.6094379124341003,12.206077645517674,10.664316745782925,3.8066624897703196,1.0986122886681098,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2014,0.5,5,200000.0,9.0,42800.0,82.93,35.0,1.791759469228055,12.206077645517674,10.664316745782925,3.58351893845611,2.302585092994046,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2014,1.6,43,160000.0,27.0,34240.0,39.02,604.0,3.784189633918261,11.982935344196433,10.44117903543668,6.405228458030842,3.332204510175204,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2014,1.7,2,170000.0,1.0,36380.0,100.0,268.0,1.0986122886681098,12.04355959836804,10.501801939324901,5.594711379601839,0.6931471805599453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2014,1.1,11,1100000.0,10.0,235400.0,80.49,327.0,2.4849066497880004,13.910821646859095,12.36904572188765,5.793013608384144,2.3978952727983707,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2016,3.8,68,1330000.0,18.0,284620.0,60.98,141.0,4.23410650459726,14.100690252077353,12.558913749688017,4.955827057601261,2.9444389791664403,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2016,0.4,18,200000.0,45.0,42800.0,0.0,643.0,2.9444389791664403,12.206077645517674,10.664316745782925,6.467698726104354,3.828641396489095,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2016,1.6,11,1600000.0,7.0,342400.0,87.8,315.0,2.4849066497880004,14.285514812209815,12.743737843806207,5.755742213586912,2.0794415416798357,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2017,4.9,39,1960000.0,8.0,419440.0,85.37,168.0,3.6888794541139363,14.488455541410652,12.946678151374796,5.1298987149230735,2.1972245773362196,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2017,0.1,2,50000.0,20.0,10700.0,56.1,44.0,1.0986122886681098,10.819798284210286,9.278092474027002,3.8066624897703196,3.044522437723423,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2017,3.9,82,390000.0,21.0,83460.0,53.66,870.0,4.418840607796598,12.873904582205107,11.332134735861445,6.769641976852503,3.091042453358316,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2017,1.8,11,1800000.0,6.0,385200.0,90.24,309.0,2.4849066497880004,14.403297778421795,12.861520554956735,5.736572297479192,1.9459101490553132,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2017,0.3,4,30000.0,13.0,6420.0,73.17,608.0,1.6094379124341003,10.308985993422082,8.76732914779405,6.411818267709897,2.6390573296152584,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2017,2.1,105,210000.0,50.0,44940.0,0.0,1761.0,4.663439094112067,12.25486757159303,10.713105797383161,7.474204806496124,3.9318256327243257,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018,2.9,52,5220000.0,18.0,1117080.0,60.98,71.0,3.970291913552122,15.468008151429684,13.92622959108917,4.276666119016055,2.9444389791664403,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2018,5.0,85,10000000.0,17.0,2140000.0,63.41,330.0,4.454347296253507,16.118095750958314,14.576316854287645,5.802118375377063,2.8903717578961645,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
2019,2.7,27,4860000.0,10.0,1040040.0,80.49,188.0,3.332204510175204,15.396549201637972,13.854770693417409,5.241747015059643,2.3978952727983707,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2019,5.7,17,1995000.0,3.0,426930.0,97.56,173.0,2.8903717578961645,14.506155109559108,12.964377686647431,5.159055299214529,1.3862943611198906,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2019,0.4,7,40000.0,17.0,8560.0,63.41,45.0,2.0794415416798357,10.596659732783579,9.054972284742485,3.828641396489095,2.8903717578961645,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2020,1.4,24,490000.0,17.0,104860.0,63.41,539.0,3.2188758248682006,13.102162710901053,11.560390942605942,6.29156913955832,2.8903717578961645,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2020,0.2,1,80000.0,7.0,17120.0,87.8,169.0,0.6931471805599453,11.289794413577894,9.748061059204817,5.135798437050262,2.0794415416798357,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2020,0.5,23,50000.0,45.0,10700.0,0.0,46.0,3.1780538303479458,10.819798284210286,9.278092474027002,3.8501476017100584,3.828641396489095,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2020,2.4,96,240000.0,40.0,51360.0,7.32,24.0,4.574710978503383,12.388398368982115,10.84663440857928,3.2188758248682006,3.713572066704308,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021,4.0,28,400000.0,7.0,85600.0,87.8,96.0,3.367295829986474,12.899222326086994,11.357452244304588,4.574710978503383,2.0794415416798357,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021,1.9,6,1710000.0,3.0,365940.0,97.56,101.0,1.9459101490553132,14.352004513273993,12.810227397203242,4.624972813284271,1.3862943611198906,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021,2.7,30,2700000.0,11.0,577800.0,78.05,396.0,3.4339872044851463,14.80876270134486,13.26698479771544,5.983936280687191,2.4849066497880004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021,1.2,14,360000.0,12.0,77040.0,75.61,426.0,2.70805020110221,12.793862088206213,11.252093026657754,6.056784013228625,2.5649493574615367,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
