year,country,disaster_type,severity_index,casualties,economic_loss,response_hours,aid_amount,response_score,recovery_days
2009,Mexico,Cyclone,2.3,25,230000.0,11.0,42780.0,78.05,41.0
2009,Canada,Extreme Cold,2.8,48,280000.0,17.0,52080.0,63.41,15.0
2009,South Africa,Extreme Heat,4.5,18,450000.0,4.0,83700.0,95.12,79.0
2010,Brazil,Drought,1.5,60,1350000.0,40.0,251100.0,7.32,115.0
2010,Peru,Earthquake,5.0,20,9000000.0,4.0,1674000.0,95.12,299.0
2010,Canada,Extreme Cold,0.5,2,50000.0,3.0,9300.0,97.56,54.0
2010,Canada,Extreme Cold,1.9,68,190000.0,36.0,35340.0,17.07,47.0
2010,Mexico,Cyclone,2.1,11,210000.0,5.0,39060.0,92.68,39.0
2010,Mexico,Earthquake,1.1,24,2750000.0,22.0,511500.0,51.22,69.0
2010,Canada,Storm Surge,0.9,5,630000.0,6.0,117180.0,90.24,29.0
2010,South Africa,Drought,1.9,15,1900000.0,8.0,353400.0,85.37,240.0
2010,South Africa,Extreme Heat,0.2,4,20000.0,18.0,3720.0,60.98,87.0
2011,Australia,Earthquake,3.7,48,7400000.0,13.0,1376400.0,73.17,7.0
2011,Australia,Drought,2.0,20,2000000.0,10.0,372000.0,80.49,34.0
2011,New Zealand,Storm Surge,1.8,32,540000.0,18.0,100440.0,60.98,30.0
2011,Nigeria,Extreme Heat,2.0,22,200000.0,11.0,37200.0,78.05,56.0
2012,Australia,Wildfire,1.3,7,130000.0,5.0,24180.0,92.68,37.0
2012,United States,Wildfire,4.0,60,3200000.0,15.0,595200.0,68.29,34.0
2012,United States,Flood,5.4,11,3240000.0,2.0,602640.0,100.0,8.0
2012,United States,Earthquake,3.4,7,8500000.0,2.0,1581000.0,100.0,59.0
2012,Canada,Wildfire,0.8,3,640000.0,4.0,119040.0,95.12,43.0
2012,Nigeria,Drought,2.8,84,2800000.0,30.0,520800.0,31.71,666.0
2012,South Africa,Drought,1.7,27,1700000.0,16.0,316200.0,65.85,258.0
2013,Chile,Tsunami,2.9,35,290000.0,12.0,53940.0,75.61,80.0
2013,Brazil,Wildfire,0.8,27,400000.0,34.0,74400.0,21.95,135.0
2013,Brazil,Drought,0.4,6,360000.0,15.0,66960.0,68.29,178.0
2013,Australia,Extreme Heat,0.2,0,20000.0,2.0,3720.0,100.0,20.0
2013,Australia,Earthquake,1.6,14,3200000.0,9.0,595200.0,82.93,27.0
2013,United States,Wildfire,2.1,8,1680000.0,4.0,312480.0,95.12,18.0
2013,Mexico,Earthquake,0.2,6,500000.0,29.0,93000.0,34.15,78.0
2014,Brazil,Extreme Heat,0.4,19,40000.0,47.0,7440.0,0.0,77.0
2014,Australia,Extreme Heat,1.7,17,170000.0,10.0,31620.0,80.49,14.0
2014,United States,Wildfire,2.3,23,1840000.0,10.0,342240.0,80.49,58.0
2014,Mexico,Earthquake,1.1,3,2750000.0,3.0,511500.0,97.56,128.0
2014,Nigeria,Flood,5.6,84,2800000.0,15.0,520800.0,68.29,634.0
2015,Brazil,Drought,3.4,54,3060000.0,16.0,569160.0,65.85,173.0
2015,New Zealand,Earthquake,0.1,0,200000.0,2.0,37200.0,100.0,52.0
2015,Canada,Wildfire,3.3,33,2640000.0,10.0,491040.0,80.49,53.0
2015,Nigeria,Drought,3.3,132,3300000.0,40.0,613800.0,7.32,427.0
2015,South Africa,Storm Surge,1.5,9,450000.0,6.0,83700.0,90.24,185.0
2016,Brazil,Extreme Heat,1.2,41,120000.0,34.0,22320.0,21.95,29.0
2016,Australia,Earthquake,2.4,24,4800000.0,10.0,892800.0,80.49,7.0
2016,Mexico,Volcanic Eruption,3.5,63,350000.0,18.0,65100.0,60.98,75.0
2016,United States,Landslide,7.9,40,790000.0,5.0,146940.0,92.68,34.0
2016,Mexico,Flood,2.4,19,1440000.0,8.0,267840.0,85.37,238.0
2016,United States,Extreme Heat,8.0,32,800000.0,4.0,148800.0,95.12,28.0
2016,Canada,Extreme Cold,1.0,24,100000.0,24.0,18600.0,46.34,25.0
2016,United States,Tornado,5.5,11,550000.0,2.0,102300.0,100.0,53.0
2017,Canada,Wildfire,3.8,27,3040000.0,7.0,565440.0,87.8,12.0
2017,Mexico,Cyclone,2.9,23,290000.0,8.0,53940.0,85.37,18.0
2017,United States,Extreme Cold,8.4,17,840000.0,2.0,156240.0,100.0,44.0
2017,United States,Extreme Heat,6.6,20,660000.0,3.0,122760.0,97.56,23.0
2018,Brazil,Flood,3.9,59,1365000.0,15.0,253890.0,68.29,157.0
2018,Brazil,Earthquake,0.6,2,1080000.0,4.0,200880.0,95.12,381.0
2018,Canada,Landslide,3.1,53,310000.0,17.0,57660.0,63.41,14.0
2018,Mexico,Drought,1.0,24,1200000.0,24.0,223200.0,46.34,82.0
2018,Mexico,Extreme Heat,1.6,29,160000.0,18.0,29760.0,60.98,66.0
2018,Canada,Landslide,3.1,0,310000.0,0.0,57660.0,100.0,8.0
2018,Nigeria,Storm Surge,1.2,58,360000.0,48.0,66960.0,0.0,665.0
2018,Congo,Flood,0.8,28,400000.0,35.0,74400.0,19.51,836.0
2019,Peru,Earthquake,3.7,63,6660000.0,17.0,1238760.0,63.41,312.0
2019,Australia,Extreme Heat,1.6,24,160000.0,15.0,29760.0,68.29,60.0
2019,United States,Wildfire,1.3,18,1040000.0,14.0,193440.0,70.73,26.0
2019,Mexico,Cyclone,0.9,1,90000.0,1.0,16740.0,100.0,33.0
2019,Canada,Wildfire,0.4,7,320000.0,18.0,59520.0,60.98,49.0
2019,Nigeria,Storm Surge,0.9,28,270000.0,31.0,50220.0,29.27,459.0
2019,Congo,Volcanic Eruption,4.1,144,410000.0,35.0,76260.0,19.51,1189.0
2019,Nigeria,Extreme Heat,2.5,115,250000.0,46.0,46500.0,0.0,32.0
2020,Australia,Cyclone,2.9,52,290000.0,18.0,53940.0,60.98,57.0
2020,Australia,Cyclone,1.6,8,160000.0,5.0,29760.0,92.68,54.0
2020,Mexico,Drought,4.0,72,4800000.0,18.0,892800.0,60.98,116.0
2020,Canada,Wildfire,2.3,28,1840000.0,12.0,342240.0,75.61,27.0
2020,Mexico,Flood,3.1,22,1860000.0,7.0,345960.0,87.8,219.0
2020,United States,Extreme Heat,6.8,7,680000.0,1.0,126480.0,100.0,22.0
2020,United States,Extreme Heat,0.8,4,80000.0,5.0,14880.0,92.68,11.0
2020,South Africa,Wildfire,1.3,13,130000.0,10.0,24180.0,80.49,193.0
2020,Nigeria,Storm Surge,3.5,35,1050000.0,10.0,195300.0,80.49,535.0
2020,South Africa,Wildfire,4.1,29,410000.0,7.0,76260.0,87.8,235.0
2021,Chile,Storm Surge,3.6,61,360000.0,17.0,66960.0,63.41,78.0
2021,Chile,Storm Surge,1.5,32,150000.0,21.0,27900.0,53.66,158.0
2021,Australia,Drought,1.7,29,1700000.0,17.0,316200.0,63.41,31.0
2021,Australia,Cyclone,1.7,10,170000.0,6.0,31620.0,90.24,50.0
2021,Australia,Drought,0.4,2,400000.0,5.0,74400.0,92.68,43.0
2021,Canada,Flood,5.7,46,3420000.0,8.0,636120.0,85.37,36.0
2021,United States,Earthquake,7.8,39,19500000.0,5.0,3627000.0,92.68,39.0
2021,Canada,Wildfire,3.2,26,2560000.0,8.0,476160.0,85.37,43.0
2021,Canada,Landslide,2.8,20,280000.0,7.0,52080.0,87.8,19.0
2021,United States,Landslide,3.5,18,350000.0,5.0,65100.0,92.68,25.0
2021,United States,Landslide,4.0,12,400000.0,3.0,74400.0,97.56,13.0
2021,Mexico,Flood,1.5,12,900000.0,8.0,167400.0,85.37,72.0
2021,United States,Extreme Heat,4.2,4,420000.0,1.0,78120.0,100.0,47.0
2021,Mexico,Extreme Heat,1.3,14,130000.0,11.0,24180.0,78.05,62.0
2021,South Africa,Drought,1.7,20,1700000.0,12.0,316200.0,75.61,201.0
2022,Chile,Wildfire,0.1,1,50000.0,9.0,9300.0,82.93,166.0
2022,Australia,Wildfire,1.9,32,190000.0,17.0,35340.0,63.41,56.0
2022,Australia,Extreme Heat,3.7,4,370000.0,1.0,68820.0,100.0,56.0
2022,United States,Wildfire,7.1,28,5680000.0,4.0,1056480.0,95.12,31.0
2022,United States,Storm Surge,3.1,9,2170000.0,3.0,403620.0,97.56,18.0
2022,United States,Extreme Heat,7.0,7,700000.0,1.0,130200.0,100.0,37.0
2022,Canada,Extreme Cold,1.7,9,170000.0,5.0,31620.0,92.68,54.0
2022,United States,Tornado,1.3,3,130000.0,2.0,24180.0,100.0,48.0
2022,Nigeria,Extreme Heat,1.3,30,130000.0,23.0,24180.0,48.78,54.0
2022,South Africa,Drought,1.8,4,1800000.0,2.0,334800.0,100.0,259.0
2022,Nigeria,Extreme Heat,3.2,29,320000.0,9.0,59520.0,82.93,50.0
2023,Chile,Wildfire,2.2,37,1100000.0,17.0,204600.0,63.41,84.0
2023,Brazil,Landslide,0.1,3,40000.0,34.0,7440.0,21.95,150.0
2023,New Zealand,Landslide,1.7,17,170000.0,10.0,31620.0,80.49,25.0
2023,Mexico,Earthquake,4.0,84,10000000.0,21.0,1860000.0,53.66,48.0
2023,Mexico,Drought,1.3,23,1560000.0,18.0,290160.0,60.98,179.0
2023,Mexico,Flood,1.1,11,660000.0,10.0,122760.0,80.49,102.0
2023,United States,Landslide,3.0,3,300000.0,1.0,55800.0,100.0,7.0
2023,Canada,Landslide,1.3,3,130000.0,2.0,24180.0,100.0,21.0
2023,United States,Cyclone,1.5,2,150000.0,1.0,27900.0,100.0,35.0
2023,Canada,Extreme Cold,1.1,6,110000.0,5.0,20460.0,92.68,33.0
2023,Canada,Extreme Cold,1.7,7,170000.0,4.0,31620.0,95.12,22.0
2023,United States,Extreme Heat,0.8,1,80000.0,1.0,14880.0,100.0,21.0
2023,Nigeria,Flood,2.0,14,1000000.0,7.0,186000.0,87.8,1141.0
2024,Brazil,Landslide,4.8,72,1920000.0,15.0,357120.0,68.29,116.0
2024,Brazil,Extreme Heat,2.2,64,220000.0,29.0,40920.0,34.15,42.0
2024,New Zealand,Flood,0.8,2,400000.0,3.0,74400.0,97.56,57.0
2024,United States,Tornado,4.9,20,490000.0,4.0,91140.0,95.12,52.0
2024,United States,Extreme Heat,7.9,32,790000.0,4.0,146940.0,95.12,43.0
2024,South Africa,Extreme Heat,2.4,22,240000.0,9.0,44640.0,82.93,68.0
2024,South Africa,Landslide,0.2,2,20000.0,9.0,3720.0,82.93,334.0
2011,India,Landslide,0.5,10,21576.5,19.0,8276.0,58.54,95.0
2002,Turkey,Flood,0.2,1,47289.4,4.0,8795.19,95.12,179.0
2020,Japan,Extreme Cold,2.7,14,45978.3,5.0,4967.0,92.68,14.0
2010,Philippines,Tsunami,1.6,8,30992.0,5.0,5762.88,92.68,392.0
2013,Japan,Extreme Cold,2.5,13,115235.0,5.0,21421.05,92.68,30.0
1999,Japan,Flood,3.2,61,716058.0,19.0,133101.49,58.54,23.0
2006,Turkey,Flood,2.6,42,433297.8,16.0,80532.14,65.85,155.0
2024,Bangladesh,Cyclone,0.8,26,72943.2,33.0,13556.66,24.39,57.0
1993,Turkey,Extreme Cold,1.5,8,95436.0,5.0,17736.65,92.68,43.0
2023,Turkey,Storm Surge,2.9,15,549300.0,5.0,102078.63,92.68,80.0
2010,Bangladesh,Flood,1.5,12,678699.0,8.0,126109.74,85.37,110.0
2018,Bangladesh,Cyclone,2.2,75,127028.0,34.0,23600.12,21.95,85.0
2014,China,Cyclone,2.3,5,202126.3,2.0,37547.7,100.0,22.0
2016,China,Storm Surge,0.3,8,72186.0,27.0,13409.02,39.02,29.0
1990,China,Storm Surge,2.8,73,515041.0,26.0,95659.77,41.46,59.0
2013,China,Volcanic Eruption,5.0,125,315820.0,25.0,58648.7,43.9,81.0
2008,India,Drought,1.2,24,38984.0,20.0,9426.0,56.1,138.0
2004,Bangladesh,Extreme Heat,2.9,20,201857.4,7.0,37483.07,87.8,53.0
2009,Indonesia,Flood,3.2,16,30486.4,5.0,7060.0,92.68,157.0
2000,Philippines,Extreme Heat,3.1,130,27955.8,42.0,3485.0,2.44,16.0
2012,India,Flood,5.8,104,2216933.0,18.0,411619.04,60.98,178.0
2010,China,Volcanic Eruption,1.3,1,128852.1,1.0,23920.51,100.0,74.0
2018,Philippines,Landslide,2.7,16,218300.4,6.0,40525.23,90.24,118.0
2009,Japan,Cyclone,4.0,32,187536.0,8.0,34809.82,85.37,21.0
2010,Japan,Extreme Cold,0.4,3,16318.0,7.0,3028.43,87.8,23.0
2014,China,Cyclone,4.3,65,4712561.0,15.0,874582.7,68.29,72.0
2020,Japan,Extreme Cold,0.6,4,23760.6,6.0,4408.55,90.24,13.0
2008,Indonesia,Earthquake,0.3,5,455670.0,17.0,84539.05,63.41,769.0
2019,Bangladesh,Tornado,4.0,56,357847.0,14.0,66381.07,70.73,128.0
2023,Turkey,Drought,0.3,1,266481.6,3.0,49423.48,97.56,113.0
2008,Bangladesh,Extreme Heat,3.2,125,294732.8,39.0,54658.89,9.76,39.0
1998,India,Cyclone,2.3,85,215935.5,37.0,40040.16,14.63,4.0
2017,Indonesia,Landslide,0.7,6,52760.4,9.0,9779.01,82.93,152.0
2021,China,Cyclone,3.9,16,280433.4,4.0,51972.84,95.12,65.0
2009,Indonesia,Volcanic Eruption,6.8,14,367519.6,2.0,68112.35,100.0,108.0
2017,Philippines,Cyclone,4.2,84,271840.8,20.0,50376.35,56.1,88.0
2000,India,Landslide,1.3,31,37135.8,24.0,6881.46,46.34,136.0
2015,Indonesia,Landslide,3.6,32,84315.6,9.0,15621.44,82.93,167.0
2015,China,Earthquake,4.7,127,2777166.0,27.0,514230.81,39.02,32.0
2017,Philippines,Extreme Heat,2.3,18,115685.4,8.0,21411.25,85.37,41.0
2012,Bangladesh,Extreme Heat,0.4,9,25884.0,23.0,4790.15,48.78,63.0
2005,Turkey,Wildfire,1.0,17,58347.0,17.0,10797.62,63.41,96.0
1990,Chile,Storm Surge,3.4,99,1700000.0,29.0,314500.0,34.15,92.0
1992,Brazil,Flood,4.8,322,1050000.0,67.0,194250.0,0.0,159.0
1995,Chile,Storm Surge,2.4,67,240000.0,28.0,44400.0,36.59,139.0
1995,Chile,Earthquake,0.9,17,1620000.0,19.0,299700.0,58.54,151.0
1998,Chile,Storm Surge,2.4,55,240000.0,23.0,44400.0,48.78,74.0
1998,Australia,Cyclone,2.4,62,960000.0,26.0,177600.0,41.46,19.0
1999,Chile,Wildfire,2.4,84,1150000.0,35.0,212750.0,19.51,33.0
1999,Australia,Tornado,1.1,14,110000.0,13.0,20350.0,73.17,9.0
1999,Mexico,Flood,2.0,72,1200000.0,36.0,222000.0,17.07,198.0
2000,Turkey,Earthquake,6.5,117,13000000.0,18.0,2405000.0,60.98,311.0
2001,Australia,Extreme Heat,1.9,32,380000.0,17.0,70300.0,63.41,52.0
2002,Peru,Flood,2.3,32,805000.0,14.0,148925.0,70.73,791.0
2002,Nigeria,Drought,2.7,194,160000.0,72.0,29600.0,0.0,370.0
2002,Nigeria,Drought,1.4,14,1110000.0,10.0,205350.0,80.49,297.0
2003,Mexico,Drought,1.7,24,2040000.0,14.0,377400.0,70.73,172.0
2003,United States,Flood,6.9,14,4140000.0,2.0,765900.0,100.0,60.0
2004,Chile,Tsunami,4.2,50,420000.0,12.0,77700.0,75.61,221.0
2004,New Zealand,Landslide,0.3,3,30000.0,11.0,5550.0,78.05,60.0
2004,Mexico,Earthquake,1.6,19,4000000.0,12.0,740000.0,75.61,160.0
2004,United States,Tornado,0.8,2,80000.0,3.0,14800.0,97.56,22.0
2004,Nigeria,Drought,1.4,7,270000.0,5.0,49950.0,92.68,436.0
2005,Australia,Wildfire,1.2,12,120000.0,10.0,22200.0,80.49,57.0
2005,Australia,Wildfire,1.6,5,160000.0,3.0,29600.0,97.56,40.0
2005,United States,Tornado,1.1,7,110000.0,6.0,20350.0,90.24,31.0
2006,Chile,Wildfire,1.7,31,850000.0,18.0,157250.0,60.98,50.0
2006,Australia,Volcanic Eruption,2.7,57,270000.0,21.0,49950.0,53.66,32.0
2006,New Zealand,Storm Surge,1.6,10,480000.0,6.0,88800.0,90.24,41.0
2006,United States,Cyclone,1.9,4,190000.0,2.0,35150.0,100.0,52.0
2007,Brazil,Wildfire,0.2,3,100000.0,14.0,18500.0,70.73,100.0
2007,United States,Extreme Heat,0.5,4,50000.0,7.0,9250.0,87.8,13.0
2007,Mexico,Earthquake,0.8,19,2000000.0,24.0,370000.0,46.34,50.0
2007,Congo,Landslide,4.4,260,440000.0,59.0,81400.0,0.0,412.0
2007,South Africa,Drought,2.4,22,2400000.0,9.0,444000.0,82.93,296.0
2007,Congo,Landslide,5.6,185,560000.0,33.0,103600.0,24.39,439.0
2008,Brazil,Wildfire,1.3,53,650000.0,41.0,120250.0,4.88,140.0
2008,Peru,Flood,0.7,12,245000.0,17.0,45325.0,63.41,907.0
2008,Brazil,Flood,0.3,9,105000.0,29.0,19425.0,34.15,109.0
2008,Canada,Extreme Cold,1.5,26,150000.0,17.0,27750.0,63.41,43.0
2008,United States,Wildfire,5.9,24,4720000.0,4.0,873200.0,95.12,59.0
2008,South Africa,Wildfire,2.0,12,200000.0,6.0,37000.0,90.24,312.0
2008,Nigeria,Cyclone,1.3,48,130000.0,37.0,24050.0,14.63,47.0
2008,Nigeria,Extreme Heat,3.1,102,310000.0,33.0,57350.0,24.39,23.0
2009,Brazil,Wildfire,0.4,28,200000.0,70.0,37000.0,0.0,124.0
2009,United States,Tornado,2.8,8,280000.0,3.0,51800.0,97.56,45.0
2010,Brazil,Wildfire,1.0,47,500000.0,47.0,92500.0,0.0,100.0
2010,Peru,Earthquake,1.9,38,3420000.0,20.0,632700.0,56.1,230.0
2010,Australia,Extreme Heat,2.0,48,200000.0,24.0,37000.0,46.34,54.0
2010,Canada,Wildfire,1.8,41,1440000.0,23.0,266400.0,48.78,20.0
2010,United States,Wildfire,1.8,34,1440000.0,19.0,266400.0,58.54,26.0
2010,United States,Tornado,1.4,11,140000.0,8.0,25900.0,85.37,18.0
2010,Mexico,Earthquake,0.2,6,500000.0,29.0,92500.0,34.15,79.0
2010,United States,Tornado,1.2,4,120000.0,3.0,22200.0,97.56,32.0
2010,United States,Tornado,0.8,3,80000.0,4.0,14800.0,95.12,33.0
2010,Nigeria,Extreme Heat,0.1,2,10000.0,19.0,1850.0,58.54,70.0
2010,Nigeria,Cyclone,0.5,11,50000.0,21.0,9250.0,53.66,47.0
2011,New Zealand,Earthquake,2.8,39,5600000.0,14.0,1036000.0,70.73,9.0
2011,New Zealand,Landslide,0.4,5,40000.0,13.0,7400.0,73.17,7.0
2011,Canada,Extreme Cold,2.1,44,210000.0,21.0,38850.0,53.66,47.0
2011,United States,Wildfire,0.5,9,400000.0,18.0,74000.0,60.98,53.0
2011,Nigeria,Drought,0.8,2,800000.0,3.0,148000.0,97.56,630.0
2012,Chile,Earthquake,1.0,15,1800000.0,15.0,333000.0,68.29,14.0
2012,Chile,Wildfire,0.3,5,150000.0,18.0,27750.0,60.98,28.0
2012,Australia,Extreme Heat,1.5,29,150000.0,19.0,27750.0,58.54,27.0
2012,United States,Cyclone,0.9,2,90000.0,2.0,16650.0,100.0,45.0
2012,United States,Wildfire,0.6,5,480000.0,8.0,88800.0,85.37,60.0
2013,Chile,Drought,1.9,32,1710000.0,17.0,316350.0,63.41,58.0
2013,Brazil,Extreme Heat,0.4,19,40000.0,48.0,7400.0,0.0,92.0
2013,Peru,Landslide,0.8,4,320000.0,5.0,59200.0,92.68,282.0
2013,Australia,Earthquake,1.3,13,2600000.0,10.0,481000.0,80.49,31.0
2013,New Zealand,Volcanic Eruption,1.0,4,100000.0,4.0,18500.0,95.12,60.0
2013,Australia,Wildfire,0.2,2,20000.0,8.0,3700.0,85.37,24.0
2013,United States,Wildfire,3.8,49,3040000.0,13.0,562400.0,73.17,33.0
2013,Congo,Flood,0.8,20,400000.0,25.0,74000.0,43.9,783.0
2014,Canada,Landslide,3.2,26,320000.0,8.0,59200.0,85.37,54.0
2015,Brazil,Extreme Heat,2.8,20,280000.0,7.0,51800.0,87.8,53.0
2015,Mexico,Earthquake,3.1,37,7750000.0,12.0,1433750.0,75.61,175.0
2015,Mexico,Flood,0.5,1,300000.0,2.0,55500.0,100.0,123.0
2015,Nigeria,Drought,0.6,25,600000.0,42.0,111000.0,2.44,669.0
2016,Australia,Tornado,2.1,36,210000.0,17.0,38850.0,63.41,43.0
2016,Australia,Volcanic Eruption,1.8,25,180000.0,14.0,33300.0,70.73,54.0
2016,Mexico,Drought,3.9,23,4680000.0,6.0,865800.0,90.24,84.0
2016,United States,Extreme Heat,4.6,9,460000.0,2.0,85100.0,100.0,42.0
2016,United States,Wildfire,5.9,6,4720000.0,1.0,873200.0,100.0,45.0
2017,Brazil,Landslide,1.7,34,680000.0,20.0,125800.0,56.1,132.0
2017,Brazil,Drought,2.1,27,1890000.0,13.0,349650.0,73.17,111.0
2017,Chile,Storm Surge,0.1,0,10000.0,4.0,1850.0,95.12,165.0
2017,South Africa,Wildfire,3.1,22,310000.0,7.0,57350.0,87.8,249.0
2018,Brazil,Drought,0.2,6,180000.0,31.0,33300.0,29.27,131.0
2018,Peru,Volcanic Eruption,1.3,3,130000.0,2.0,24050.0,100.0,691.0
2018,Australia,Volcanic Eruption,1.2,17,120000.0,14.0,22200.0,70.73,51.0
2018,Nigeria,Extreme Heat,3.0,108,300000.0,36.0,55500.0,17.07,81.0
2019,Australia,Wildfire,4.0,24,400000.0,6.0,74000.0,90.24,20.0
2019,United States,Wildfire,1.2,14,960000.0,12.0,177600.0,75.61,55.0
2019,South Africa,Flood,2.8,6,1400000.0,2.0,259000.0,100.0,953.0
2019,South Africa,Flood,4.8,53,2400000.0,11.0,444000.0,78.05,921.0
2019,South Africa,Landslide,3.7,11,370000.0,3.0,68450.0,97.56,293.0
2019,South Africa,Drought,2.6,16,2600000.0,6.0,481000.0,90.24,264.0
2019,Nigeria,Extreme Heat,3.0,81,300000.0,27.0,55500.0,39.02,15.0
2020,Chile,Earthquake,3.5,46,6300000.0,13.0,1165500.0,73.17,81.0
2020,Chile,Storm Surge,3.5,42,350000.0,12.0,64750.0,75.61,114.0
2020,Chile,Tsunami,7.9,40,790000.0,5.0,146150.0,92.68,360.0
2020,Peru,Volcanic Eruption,1.8,34,180000.0,19.0,33300.0,58.54,890.0
2020,Chile,Earthquake,1.2,24,2160000.0,20.0,399600.0,56.1,89.0
2020,Australia,Storm Surge,3.6,18,1080000.0,5.0,199800.0,92.68,49.0
2020,New Zealand,Wildfire,1.0,4,100000.0,4.0,18500.0,95.12,10.0
2020,Canada,Flood,5.6,62,3360000.0,11.0,621600.0,78.05,41.0
2020,United States,Wildfire,3.5,42,2800000.0,12.0,518000.0,75.61,52.0
2020,Canada,Storm Surge,1.4,29,980000.0,21.0,181300.0,53.66,28.0
2020,Canada,Landslide,3.5,21,350000.0,6.0,64750.0,90.24,39.0
2020,United States,Wildfire,2.6,8,2080000.0,3.0,384800.0,97.56,16.0
2020,Canada,Extreme Cold,1.3,23,130000.0,18.0,24050.0,60.98,22.0
2020,Mexico,Cyclone,5.8,87,580000.0,15.0,107300.0,68.29,53.0
2020,United States,Extreme Cold,1.7,2,170000.0,1.0,31450.0,100.0,42.0
2020,Mexico,Flood,0.4,1,240000.0,3.0,44400.0,97.56,108.0
2021,Brazil,Wildfire,1.9,21,950000.0,11.0,175750.0,78.05,166.0
2021,Peru,Earthquake,0.4,4,720000.0,11.0,133200.0,78.05,266.0
2021,Australia,Earthquake,2.3,23,4600000.0,10.0,851000.0,80.49,48.0
2021,United States,Earthquake,6.3,13,15750000.0,2.0,2913750.0,100.0,16.0
2021,United States,Extreme Heat,4.7,9,470000.0,2.0,86950.0,100.0,55.0
2021,United States,Cyclone,3.8,8,380000.0,2.0,70300.0,100.0,36.0
2021,South Africa,Drought,1.6,18,1600000.0,11.0,296000.0,78.05,340.0
2021,Nigeria,Extreme Heat,0.3,13,30000.0,43.0,5550.0,0.0,66.0
2022,Brazil,Extreme Heat,0.2,8,20000.0,39.0,3700.0,9.76,50.0
2022,Brazil,Extreme Heat,3.4,65,340000.0,19.0,62900.0,58.54,36.0
2022,Brazil,Extreme Heat,2.6,91,260000.0,35.0,48100.0,19.51,65.0
2022,Chile,Earthquake,0.1,2,180000.0,24.0,33300.0,46.34,36.0
2022,Australia,Drought,2.3,25,2300000.0,11.0,425500.0,78.05,19.0
2022,Australia,Wildfire,2.6,13,260000.0,5.0,48100.0,92.68,32.0
2022,Australia,Extreme Heat,3.5,21,350000.0,6.0,64750.0,90.24,26.0
2022,New Zealand,Drought,1.2,6,1200000.0,5.0,222000.0,92.68,18.0
2022,Australia,Wildfire,0.3,2,30000.0,5.0,5550.0,92.68,54.0
2022,United States,Landslide,6.2,31,620000.0,5.0,114700.0,92.68,32.0
2022,United States,Wildfire,2.1,25,1680000.0,12.0,310800.0,75.61,49.0
2022,Canada,Flood,6.5,20,3900000.0,3.0,721500.0,97.56,31.0
2022,Canada,Flood,8.9,9,5340000.0,1.0,987900.0,100.0,47.0
2022,United States,Wildfire,8.2,8,6560000.0,1.0,1213600.0,100.0,43.0
2022,Mexico,Cyclone,3.9,27,390000.0,7.0,72150.0,87.8,26.0
2022,United States,Extreme Cold,3.3,17,330000.0,5.0,61050.0,92.68,49.0
2022,Mexico,Extreme Heat,3.1,22,310000.0,7.0,57350.0,87.8,27.0
2022,Canada,Extreme Cold,3.1,16,310000.0,5.0,57350.0,92.68,47.0
2022,United States,Extreme Heat,7.0,21,700000.0,3.0,129500.0,97.56,39.0
2022,United States,Tornado,0.8,1,80000.0,1.0,14800.0,100.0,24.0
2022,Canada,Wildfire,3.7,0,2960000.0,0.0,547600.0,100.0,19.0
2022,South Africa,Drought,1.2,2,1200000.0,2.0,222000.0,100.0,353.0
2022,Nigeria,Cyclone,0.3,4,30000.0,12.0,5550.0,75.61,25.0
2023,Australia,Wildfire,3.7,4,370000.0,1.0,68450.0,100.0,14.0
2023,New Zealand,Volcanic Eruption,4.3,13,430000.0,3.0,79550.0,97.56,36.0
2023,United States,Storm Surge,1.6,5,1120000.0,3.0,207200.0,97.56,39.0
2023,United States,Cyclone,3.4,3,340000.0,1.0,62900.0,100.0,8.0
2023,Mexico,Extreme Heat,1.6,37,160000.0,23.0,29600.0,48.78,73.0
2023,Canada,Storm Surge,0.6,0,420000.0,0.0,77700.0,100.0,13.0
2023,South Africa,Flood,0.1,0,50000.0,3.0,9250.0,97.56,549.0
2023,South Africa,Drought,4.1,33,4100000.0,8.0,758500.0,85.37,343.0
2023,Nigeria,Extreme Heat,3.3,139,330000.0,42.0,61050.0,2.44,60.0
2024,Brazil,Landslide,1.1,42,440000.0,38.0,81400.0,12.2,180.0
2024,Brazil,Drought,0.8,23,720000.0,29.0,133200.0,34.15,150.0
2024,Brazil,Landslide,0.9,13,360000.0,14.0,66600.0,70.73,148.0
2024,Brazil,Extreme Heat,1.8,29,180000.0,16.0,33300.0,65.85,23.0
2024,New Zealand,Landslide,0.9,5,90000.0,6.0,16650.0,90.24,26.0
2024,United States,Flood,8.3,8,4980000.0,1.0,921300.0,100.0,25.0
2015,Philippines,Cyclone,6.0,114,433326.0,19.0,80160.98,58.54,56.0
2023,China,Flood,1.0,13,479231.0,13.0,88650.84,73.17,52.0
2000,South Africa,Extreme Heat,3.9,62,2250000.0,16.0,416118.86,65.85,7.0
2019,Bangladesh,Tornado,3.7,126,131975.3,34.0,24406.04,21.95,113.0
2018,India,Wildfire,1.2,17,119965.2,14.0,22171.69,70.73,173.0
2022,Bangladesh,Flood,5.2,213,1046087.0,41.0,193327.06,4.88,99.0
2008,Bangladesh,Cyclone,9.7,301,1515503.0,31.0,279962.54,29.27,42.0
