year,country,disaster_type,severity_index,casualties,economic_loss,response_hours,aid_amount,response_score,recovery_days
2010,United States,Wildfire,2.3,53,"€1,840,000.00",23.00,"€329,360.00",48.78,46.00
2010,Mexico,Extreme Heat,2.9,58,"€290,000.00",20.00,"€51,910.00",56.10,79.00
2010,Canada,Wildfire,0.9,21,"€720,000.00",23.00,"€128,880.00",48.78,54.00
2010,United States,Tornado,4.5,5,"€450,000.00",1.00,"€80,550.00",100.00,10.00
2010,Nigeria,Storm Surge,0.8,9,"€240,000.00",11.00,"€42,960.00",78.05,717.00
2011,Chile,Earthquake,3.4,82,"€6,120,000.00",24.00,"€1,095,480.00",46.34,147.00
2011,Brazil,Extreme Heat,1.8,13,"€180,000.00",7.00,"€32,220.00",87.80,64.00
2011,New Zealand,Landslide,1.2,11,"€120,000.00",9.00,"€21,480.00",82.93,25.00
2011,New Zealand,Earthquake,0.7,6,"€1,400,000.00",8.00,"€250,600.00",85.37,36.00
2011,United States,Earthquake,8.3,50,"€20,750,000.00",6.00,"€3,714,250.00",90.24,60.00
2011,Mexico,Flood,1.2,28,"€720,000.00",23.00,"€128,880.00",48.78,63.00
2011,Mexico,Earthquake,3.8,19,"€9,500,000.00",5.00,"€1,700,500.00",92.68,135.00
2011,Mexico,Flood,0.6,1,"€360,000.00",2.00,"€64,440.00",100.00,59.00
2012,Brazil,Wildfire,1.8,122,"€350,000.00",68.00,"€62,650.00",0.00,120.00
2012,Chile,Storm Surge,4,120,"€350,000.00",30.00,"€62,650.00",31.71,145.00
2012,Canada,Flood,1.8,29,"€1,080,000.00",16.00,"€193,320.00",65.85,15.00
2012,South Africa,Drought,3.8,38,"€3,800,000.00",10.00,"€680,200.00",80.49,279.00
2012,Nigeria,Extreme Heat,0.8,10,"€80,000.00",12.00,"€14,320.00",75.61,36.00
2012,Nigeria,Extreme Heat,3.1,68,"€310,000.00",22.00,"€55,490.00",51.22,71.00
2013,Chile,Earthquake,3.5,28,"€6,300,000.00",8.00,"€1,127,700.00",85.37,40.00
2013,Peru,Landslide,1.9,15,"€760,000.00",8.00,"€136,040.00",85.37,310.00
2013,Australia,Cyclone,2.8,22,"€280,000.00",8.00,"€50,120.00",85.37,60.00
2013,New Zealand,Volcanic Eruption,0.8,10,"€80,000.00",12.00,"€14,320.00",75.61,10.00
2013,New Zealand,Wildfire,0.6,2,"€60,000.00",3.00,"€10,740.00",97.56,10.00
2013,Canada,Extreme Cold,2.8,6,"€280,000.00",2.00,"€50,120.00",100.00,33.00
2013,South Africa,Wildfire,4.5,23,"€450,000.00",5.00,"€80,550.00",92.68,243.00
2013,Nigeria,Cyclone,3.5,56,"€350,000.00",16.00,"€62,650.00",65.85,51.00
2014,Chile,Wildfire,1.1,17,"€550,000.00",15.00,"€98,450.00",68.29,156.00
2014,Australia,Extreme Heat,2.7,3,"€270,000.00",1.00,"€48,330.00",100.00,29.00
2014,Australia,Storm Surge,2.3,5,"€690,000.00",2.00,"€123,510.00",100.00,40.00
2014,Australia,Earthquake,0.1,1,"€200,000.00",11.00,"€35,800.00",78.05,7.00
2014,Mexico,Extreme Heat,2.3,53,"€230,000.00",23.00,"€41,170.00",48.78,46.00
2014,Canada,Wildfire,0.4,6,"€320,000.00",16.00,"€57,280.00",65.85,51.00
2015,Brazil,Landslide,5.9,165,"€370,000.00",28.00,"€66,230.00",36.59,108.00
2015,Brazil,Earthquake,3.6,155,"€180,000.00",43.00,"€32,220.00",0.00,586.00
2015,Chile,Earthquake,2.2,37,"€3,960,000.00",17.00,"€708,840.00",63.41,19.00
2015,Canada,Wildfire,1.5,33,"€1,200,000.00",22.00,"€214,800.00",51.22,23.00
2015,South Africa,Wildfire,1.9,6,"€190,000.00",3.00,"€34,010.00",97.56,246.00
2015,Nigeria,Drought,2.4,106,"€2,400,000.00",44.00,"€429,600.00",0.00,486.00
2015,Nigeria,Cyclone,3,60,"€300,000.00",20.00,"€53,700.00",56.10,63.00
2015,Nigeria,Extreme Heat,2.4,7,"€240,000.00",3.00,"€42,960.00",97.56,31.00
2016,Brazil,Landslide,5.1,224,"€280,000.00",44.00,"€50,120.00",0.00,99.00
2016,Australia,Drought,3.9,27,"€3,900,000.00",7.00,"€698,100.00",87.80,31.00
2016,Australia,Drought,0.5,1,"€500,000.00",2.00,"€89,500.00",100.00,32.00
2016,United States,Wildfire,2.6,16,"€2,080,000.00",6.00,"€372,320.00",90.24,52.00
2016,Canada,Flood,0.2,3,"€120,000.00",16.00,"€21,480.00",65.85,33.00
2016,Congo,Landslide,0.7,13,"€70,000.00",19.00,"€12,530.00",58.54,810.00
2016,South Africa,Landslide,2,16,"€200,000.00",8.00,"€35,800.00",85.37,289.00
2016,Nigeria,Extreme Heat,1.9,68,"€190,000.00",36.00,"€34,010.00",17.07,38.00
2017,New Zealand,Flood,2.5,8,"€1,250,000.00",3.00,"€223,750.00",97.56,37.00
2017,Canada,Landslide,2.8,34,"€280,000.00",12.00,"€50,120.00",75.61,33.00
2017,United States,Extreme Cold,7.4,7,"€740,000.00",1.00,"€132,460.00",100.00,34.00
2017,Mexico,Earthquake,1.2,11,"€3,000,000.00",9.00,"€537,000.00",82.93,143.00
2017,Turkey,Earthquake,7.5,8,"€15,000,000.00",1.00,"€2,685,000.00",100.00,49.00
2017,Nigeria,Flood,4.2,151,"€2,100,000.00",36.00,"€375,900.00",17.07,1256.00
2017,South Africa,Drought,4.1,8,"€4,100,000.00",2.00,"€733,900.00",100.00,322.00
2018,Brazil,Wildfire,2.7,41,"€1,350,000.00",15.00,"€241,650.00",68.29,160.00
2018,New Zealand,Earthquake,0.7,3,"€1,400,000.00",4.00,"€250,600.00",95.12,32.00
2018,Mexico,Flood,4,32,"€2,400,000.00",8.00,"€429,600.00",85.37,202.00
2018,Mexico,Flood,0.9,18,"€540,000.00",20.00,"€96,660.00",56.10,203.00
2018,Mexico,Extreme Heat,0.9,17,"€90,000.00",19.00,"€16,110.00",58.54,37.00
2018,Mexico,Earthquake,0.3,5,"€750,000.00",16.00,"€134,250.00",65.85,153.00
2018,Nigeria,Drought,3.3,69,"€3,300,000.00",21.00,"€590,700.00",53.66,395.00
2019,Brazil,Drought,3.8,137,"€290,000.00",36.00,"€51,910.00",17.07,120.00
2019,Peru,Earthquake,5,15,"€9,000,000.00",3.00,"€1,611,000.00",97.56,203.00
2019,Australia,Drought,0.6,4,"€600,000.00",7.00,"€107,400.00",87.80,24.00
2019,Canada,Wildfire,3.2,32,"€2,560,000.00",10.00,"€458,240.00",80.49,17.00
2019,United States,Storm Surge,7.5,15,"€5,250,000.00",2.00,"€939,750.00",100.00,28.00
2019,Canada,Wildfire,0.8,3,"€640,000.00",4.00,"€114,560.00",95.12,19.00
2020,Brazil,Landslide,4.2,155,"€5,600,000.00",37.00,"€1,002,400.00",14.63,163.00
2020,Chile,Tsunami,7.9,134,"€400,000.00",17.00,"€71,600.00",63.41,94.00
2020,Peru,Drought,1.9,10,"€1,710,000.00",5.00,"€306,090.00",92.68,194.00
2020,New Zealand,Storm Surge,1,3,"€300,000.00",3.00,"€53,700.00",97.56,45.00
2020,Australia,Wildfire,0.3,3,"€30,000.00",9.00,"€5,370.00",82.93,47.00
2020,United States,Wildfire,4.2,71,"€3,360,000.00",17.00,"€601,440.00",63.41,30.00
2020,Canada,Wildfire,2,20,"€1,600,000.00",10.00,"€286,400.00",80.49,11.00
2020,United States,Tornado,6.4,19,"€640,000.00",3.00,"€114,560.00",97.56,55.00
2020,Mexico,Extreme Heat,3.9,74,"€390,000.00",19.00,"€69,810.00",58.54,58.00
2020,Mexico,Extreme Heat,1.7,10,"€170,000.00",6.00,"€30,430.00",90.24,39.00
2020,South Africa,Extreme Heat,0.7,7,"€70,000.00",10.00,"€12,530.00",80.49,71.00
2021,Brazil,Drought,1.2,34,"€1,080,000.00",28.00,"€193,320.00",36.59,164.00
2021,Chile,Drought,1.7,22,"€1,530,000.00",13.00,"€273,870.00",73.17,106.00
2021,Australia,Cyclone,2.4,24,"€240,000.00",10.00,"€42,960.00",80.49,39.00
2021,Australia,Cyclone,0.7,6,"€70,000.00",8.00,"€12,530.00",85.37,19.00
2021,United States,Tornado,7.5,23,"€750,000.00",3.00,"€134,250.00",97.56,31.00
2021,United States,Extreme Heat,2.7,8,"€270,000.00",3.00,"€48,330.00",97.56,55.00
2021,United States,Extreme Cold,5.7,6,"€570,000.00",1.00,"€102,030.00",100.00,18.00
2021,United States,Extreme Cold,0.7,3,"€70,000.00",4.00,"€12,530.00",95.12,36.00
2021,Nigeria,Wildfire,3.1,68,"€310,000.00",22.00,"€55,490.00",51.22,629.00
2022,Australia,Wildfire,3.6,11,"€360,000.00",3.00,"€64,440.00",97.56,40.00
2022,Mexico,Drought,3.1,71,"€3,720,000.00",23.00,"€665,880.00",48.78,132.00
2022,Mexico,Flood,3.1,65,"€1,860,000.00",21.00,"€332,940.00",53.66,213.00
2022,United States,Earthquake,4.8,19,"€12,000,000.00",4.00,"€2,148,000.00",95.12,53.00
2022,Canada,Storm Surge,2,16,"€1,400,000.00",8.00,"€250,600.00",85.37,35.00
2022,United States,Storm Surge,7.7,8,"€5,390,000.00",1.00,"€964,810.00",100.00,11.00
2022,Congo,Landslide,1.6,30,"€160,000.00",19.00,"€28,640.00",58.54,759.00
2022,South Africa,Wildfire,4.3,34,"€430,000.00",8.00,"€76,970.00",85.37,229.00
2023,Peru,Landslide,1.2,11,"€480,000.00",9.00,"€85,920.00",82.93,194.00
2023,Australia,Storm Surge,2.6,18,"€780,000.00",7.00,"€139,620.00",87.80,41.00
2023,Australia,Drought,0.9,13,"€900,000.00",14.00,"€161,100.00",70.73,58.00
2023,Australia,Extreme Heat,4,16,"€400,000.00",4.00,"€71,600.00",95.12,16.00
2023,New Zealand,Volcanic Eruption,3,12,"€300,000.00",4.00,"€53,700.00",95.12,27.00
2023,Mexico,Flood,3.6,32,"€2,160,000.00",9.00,"€386,640.00",82.93,149.00
2023,United States,Landslide,2.7,8,"€270,000.00",3.00,"€48,330.00",97.56,27.00
2023,United States,Tornado,0.8,4,"€80,000.00",5.00,"€14,320.00",92.68,30.00
2023,United States,Wildfire,0.4,2,"€320,000.00",6.00,"€57,280.00",90.24,35.00
2023,Mexico,Cyclone,7,98,"€700,000.00",14.00,"€125,300.00",70.73,57.00
2023,Nigeria,Flood,2.5,8,"€1,250,000.00",3.00,"€223,750.00",97.56,1208.00
2024,Brazil,Drought,0.8,30,"€720,000.00",37.00,"€128,880.00",14.63,164.00
2024,Brazil,Landslide,0.1,2,"€40,000.00",24.00,"€7,160.00",46.34,137.00
2024,Australia,Wildfire,0.7,13,"€70,000.00",18.00,"€12,530.00",60.98,19.00
2024,Mexico,Drought,3.5,70,"€4,200,000.00",20.00,"€751,800.00",56.10,71.00
2024,Canada,Wildfire,0.2,0,"€160,000.00",0.00,"€28,640.00",100.00,34.00
2016,Australia,Extreme Heat,1.1,19,"€110,000.00",17.00,"€19,690.00",63.41,9.00
2021,Brazil,Flood,3,114,"€110,000.00",38.00,"€19,690.00",12.20,150.00
2005,Bangladesh,Storm Surge,2.8,98,"€811,759.20",35.00,"€145,303.14",19.51,177.00
2021,Indonesia,Cyclone,0.7,15,"€29,269.80",22.00,"€2,321.00",51.22,68.00
2022,Bangladesh,Storm Surge,2.9,67,"€115,049.00",23.00,"€20,590.52",48.78,141.00
2000,Turkey,Wildfire,1.2,26,"€48,556.80",22.00,"€3,635.00",51.22,54.00
2005,Philippines,Cyclone,4.3,22,"€334,484.10",5.00,"€59,848.07",92.68,54.00
2015,Bangladesh,Extreme Heat,0.6,7,"€44,384.40",12.00,"€5,862.00",75.61,13.00
2019,India,Earthquake,1.2,28,"€1,605,256.00",23.00,"€287,163.03",48.78,710.00
1998,China,Cyclone,2.9,61,"€199,801.30",21.00,"€35,741.20",53.66,74.00
2003,Japan,Cyclone,1.9,4,"€5,943.20",2.00,"€1,062.86",100.00,17.00
2004,Philippines,Cyclone,7.3,226,"€3,246,061.00",31.00,"€580,425.84",29.27,29.00
2007,Philippines,Tsunami,2.4,58,"€116,107.20",24.00,"€20,760.19",46.34,974.00
2018,China,Wildfire,4.4,110,"€143,299.20",25.00,"€25,621.81",43.90,33.00
2011,Bangladesh,Tornado,2.2,11,"€150,044.40",5.00,"€26,826.51",92.68,180.00
2021,Turkey,Drought,2,20,"€41,084.00",10.00,"€6,623.00",80.49,176.00
2001,India,Extreme Heat,1.9,11,"€107,279.70",6.00,"€19,173.12",90.24,14.00
2021,China,Tsunami,4.4,70,"€257,268.00",16.00,"€45,972.56",65.85,263.00
2007,India,Wildfire,2.5,45,"€96,460.00",18.00,"€17,232.55",60.98,140.00
2003,Bangladesh,Extreme Heat,2.1,281,"€195,657.00",134.00,"€34,950.46",0.00,41.00
2015,Indonesia,Landslide,1.1,3,"€59,125.00",3.00,"€10,558.00",97.56,170.00
2003,Turkey,Extreme Cold,0.9,7,"€71,196.30",8.00,"€12,709.52",85.37,28.00
2014,Indonesia,Tsunami,2.1,36,"€151,074.00",17.00,"€26,956.89",63.41,959.00
2014,China,Landslide,2,48,"€87,186.00",24.00,"€15,556.90",46.34,37.00
2003,Japan,Storm Surge,2.9,49,"€536,234.00",17.00,"€95,676.45",63.41,26.00
2009,Japan,Volcanic Eruption,2.1,19,"€123,811.80",9.00,"€22,083.07",82.93,15.00
2019,Philippines,Storm Surge,2.6,49,"€666,974.00",19.00,"€118,939.97",58.54,141.00
1995,Japan,Storm Surge,3.2,13,"€631,348.00",4.00,"€112,575.63",95.12,19.00
2024,Indonesia,Landslide,1.2,18,"€102,110.40",15.00,"€18,191.21",68.29,162.00
2017,Japan,Storm Surge,1.6,6,"€51,048.00",4.00,"€9,091.26",95.12,23.00
2017,Japan,Tsunami,5.8,6,"€265,512.40",1.00,"€47,279.20",100.00,14.00
2003,India,Wildfire,0.3,3,"€2,910.60",10.00,€518.20,80.49,91.00
1990,Brazil,Landslide,2.5,73,"€1,000,000.00",29.00,"€178,000.00",34.15,93.00
1990,United States,Flood,3.2,19,"€1,920,000.00",6.00,"€341,760.00",90.24,23.00
1994,Canada,Extreme Cold,3.6,25,"€3,450,000.00",7.00,"€614,100.00",87.80,33.00
1996,Nigeria,Drought,1.9,133,"€760,000.00",70.00,"€135,280.00",0.00,527.00
1997,Australia,Drought,2,42,"€2,000,000.00",21.00,"€356,000.00",53.66,53.00
1998,Peru,Earthquake,4.9,132,"€930,000.00",27.00,"€165,540.00",39.02,252.00
2002,Brazil,Flood,0.5,32,"€175,000.00",64.00,"€31,150.00",0.00,140.00
2002,United States,Wildfire,3.4,48,"€2,720,000.00",14.00,"€484,160.00",70.73,8.00
2002,South Africa,Drought,0.7,16,"€350,000.00",23.00,"€62,300.00",48.78,254.00
2003,Peru,Earthquake,1.5,8,"€2,700,000.00",5.00,"€480,600.00",92.68,261.00
2003,Nigeria,Flood,5,185,"€10,400,000.00",37.00,"€1,851,200.00",14.63,1030.00
2004,Chile,Earthquake,0.1,4,"€180,000.00",35.00,"€32,040.00",19.51,132.00
2004,Australia,Wildfire,2.9,32,"€290,000.00",11.00,"€51,620.00",78.05,21.00
2004,India,Wildfire,3,75,"€300,000.00",25.00,"€53,400.00",43.90,90.00
2004,Turkey,Flood,0,0,"€10,000.00",21.00,"€1,780.00",53.66,99.00
2004,South Africa,Drought,0.4,2,"€180,000.00",5.00,"€32,040.00",92.68,220.00
2005,Australia,Earthquake,2.6,57,"€5,200,000.00",22.00,"€925,600.00",51.22,14.00
2005,Mexico,Extreme Heat,0.8,15,"€80,000.00",19.00,"€14,240.00",58.54,40.00
2005,Mexico,Drought,0.6,17,"€720,000.00",29.00,"€128,160.00",34.15,38.00
2005,Canada,Wildfire,1.3,17,"€1,040,000.00",13.00,"€185,120.00",73.17,52.00
2006,Chile,Earthquake,2.6,94,"€300,000.00",36.00,"€53,400.00",17.07,105.00
2006,Canada,Landslide,3.8,80,"€380,000.00",21.00,"€67,640.00",53.66,32.00
2006,United States,Drought,2.6,5,"€3,120,000.00",2.00,"€555,360.00",100.00,12.00
2006,Canada,Tornado,0.2,4,"€20,000.00",18.00,"€3,560.00",60.98,33.00
2006,Nigeria,Drought,1.3,5,"€1,300,000.00",4.00,"€231,400.00",95.12,700.00
2006,South Africa,Landslide,2.5,28,"€250,000.00",11.00,"€44,500.00",78.05,192.00
2006,South Africa,Wildfire,1.3,20,"€130,000.00",15.00,"€23,140.00",68.29,342.00
2006,South Africa,Drought,1.1,2,"€1,100,000.00",2.00,"€195,800.00",100.00,188.00
2007,New Zealand,Flood,0.2,1,"€100,000.00",5.00,"€17,800.00",92.68,21.00
2007,United States,Wildfire,6.8,27,"€5,440,000.00",4.00,"€968,320.00",95.12,22.00
2007,Mexico,Flood,0.5,8,"€300,000.00",15.00,"€53,400.00",68.29,227.00
2007,United States,Wildfire,0.1,1,"€80,000.00",14.00,"€14,240.00",70.73,8.00
2007,Nigeria,Cyclone,0.9,23,"€90,000.00",25.00,"€16,020.00",43.90,74.00
2008,Brazil,Landslide,5,235,"€1,800,000.00",47.00,"€320,400.00",0.00,122.00
2008,Brazil,Wildfire,1.6,107,"€740,000.00",67.00,"€131,720.00",0.00,111.00
2008,Chile,Wildfire,2.6,44,"€1,300,000.00",17.00,"€231,400.00",63.41,109.00
2008,Chile,Storm Surge,0.8,15,"€80,000.00",19.00,"€14,240.00",58.54,67.00
2008,New Zealand,Earthquake,4.8,38,"€9,600,000.00",8.00,"€1,708,800.00",85.37,40.00
2008,Australia,Wildfire,0.5,6,"€50,000.00",11.00,"€8,900.00",78.05,36.00
2008,United States,Cyclone,3.5,18,"€350,000.00",5.00,"€62,300.00",92.68,16.00
2008,Canada,Wildfire,0.3,10,"€240,000.00",32.00,"€42,720.00",26.83,56.00
2008,Nigeria,Drought,1.5,18,"€1,500,000.00",12.00,"€267,000.00",75.61,653.00
2009,Brazil,Landslide,5.4,232,"€150,000.00",43.00,"€26,700.00",0.00,177.00
2009,Brazil,Flood,5.6,95,"€40,000.00",17.00,"€7,120.00",63.41,104.00
2009,New Zealand,Landslide,1.9,4,"€190,000.00",2.00,"€33,820.00",100.00,45.00
2009,Australia,Wildfire,0.3,2,"€30,000.00",6.00,"€5,340.00",90.24,40.00
2009,Nigeria,Flood,0.6,6,"€300,000.00",10.00,"€53,400.00",80.49,596.00
2009,South Africa,Flood,7,84,"€3,500,000.00",12.00,"€623,000.00",75.61,467.00
2009,South Africa,Flood,2.4,29,"€1,200,000.00",12.00,"€213,600.00",75.61,768.00
2009,Nigeria,Cyclone,3.3,86,"€330,000.00",26.00,"€58,740.00",41.46,42.00
2010,Peru,Earthquake,5.4,157,"€260,000.00",29.00,"€46,280.00",34.15,250.00
2010,Australia,Earthquake,1.2,7,"€2,400,000.00",6.00,"€427,200.00",90.24,36.00
2010,Mexico,Earthquake,2,28,"€5,000,000.00",14.00,"€890,000.00",70.73,96.00
2010,Mexico,Drought,1.5,9,"€1,800,000.00",6.00,"€320,400.00",90.24,119.00
2010,Congo,Volcanic Eruption,2.9,154,"€290,000.00",53.00,"€51,620.00",0.00,1387.00
2011,Brazil,Flood,5.7,217,"€400,000.00",38.00,"€71,200.00",12.20,157.00
2011,Brazil,Flood,3.2,54,"€1,120,000.00",17.00,"€199,360.00",63.41,144.00
2011,Brazil,Extreme Heat,3.6,43,"€360,000.00",12.00,"€64,080.00",75.61,44.00
2011,Canada,Wildfire,1.3,33,"€1,040,000.00",25.00,"€185,120.00",43.90,46.00
2011,Mexico,Extreme Heat,1.5,23,"€150,000.00",15.00,"€26,700.00",68.29,52.00
2011,Mexico,Earthquake,2.9,6,"€7,250,000.00",2.00,"€1,290,500.00",100.00,174.00
2011,Canada,Wildfire,0.1,2,"€80,000.00",21.00,"€14,240.00",53.66,12.00
2012,Chile,Storm Surge,3.3,102,"€80,000.00",31.00,"€14,240.00",29.27,39.00
2012,Brazil,Wildfire,1.2,52,"€600,000.00",43.00,"€106,800.00",0.00,96.00
2012,Brazil,Extreme Heat,0.1,1,"€10,000.00",13.00,"€1,780.00",73.17,54.00
2012,Australia,Wildfire,1.4,21,"€140,000.00",15.00,"€24,920.00",68.29,9.00
2012,Australia,Wildfire,2.3,16,"€230,000.00",7.00,"€40,940.00",87.80,47.00
2012,New Zealand,Flood,1.6,22,"€800,000.00",14.00,"€142,400.00",70.73,60.00
2012,Canada,Storm Surge,3.1,65,"€2,170,000.00",21.00,"€386,260.00",53.66,48.00
2012,Mexico,Extreme Heat,0.4,4,"€40,000.00",11.00,"€7,120.00",78.05,16.00
2012,Nigeria,Drought,0.3,8,"€300,000.00",25.00,"€53,400.00",43.90,705.00
2013,Peru,Landslide,2.1,42,"€840,000.00",20.00,"€149,520.00",56.10,331.00
2013,Peru,Flood,0.9,10,"€315,000.00",11.00,"€56,070.00",78.05,624.00
2013,Australia,Tornado,1.7,3,"€170,000.00",2.00,"€30,260.00",100.00,9.00
2013,Mexico,Volcanic Eruption,3.1,34,"€310,000.00",11.00,"€55,180.00",78.05,119.00
2013,United States,Extreme Heat,8.2,8,"€820,000.00",1.00,"€145,960.00",100.00,8.00
2013,Mexico,Earthquake,2.4,24,"€6,000,000.00",10.00,"€1,068,000.00",80.49,110.00
2013,United States,Wildfire,0.8,11,"€640,000.00",14.00,"€113,920.00",70.73,36.00
2013,Nigeria,Drought,0.3,2,"€300,000.00",5.00,"€53,400.00",92.68,523.00
2013,Nigeria,Extreme Heat,1.7,29,"€170,000.00",17.00,"€30,260.00",63.41,23.00
2014,Peru,Landslide,2.4,55,"€960,000.00",23.00,"€170,880.00",48.78,290.00
2014,Brazil,Drought,0.8,17,"€720,000.00",21.00,"€128,160.00",53.66,110.00
2014,Australia,Volcanic Eruption,3.8,49,"€380,000.00",13.00,"€67,640.00",73.17,44.00
2014,Australia,Extreme Heat,2.6,36,"€260,000.00",14.00,"€46,280.00",70.73,41.00
2014,United States,Extreme Heat,5.4,32,"€540,000.00",6.00,"€96,120.00",90.24,27.00
2014,South Africa,Flood,3.1,16,"€1,550,000.00",5.00,"€275,900.00",92.68,764.00
2015,Brazil,Wildfire,1.4,25,"€700,000.00",18.00,"€124,600.00",60.98,149.00
2015,Peru,Flood,1.4,24,"€490,000.00",17.00,"€87,220.00",63.41,882.00
2015,Peru,Flood,2.5,8,"€875,000.00",3.00,"€155,750.00",97.56,282.00
2015,Australia,Extreme Heat,3.9,8,"€390,000.00",2.00,"€69,420.00",100.00,48.00
2015,New Zealand,Earthquake,3.1,25,"€6,200,000.00",8.00,"€1,103,600.00",85.37,35.00
2015,New Zealand,Landslide,0.6,6,"€60,000.00",10.00,"€10,680.00",80.49,52.00
2015,Australia,Earthquake,2.7,5,"€5,400,000.00",2.00,"€961,200.00",100.00,50.00
2015,Canada,Wildfire,1.6,32,"€1,280,000.00",20.00,"€227,840.00",56.10,51.00
2015,United States,Extreme Cold,5.8,35,"€580,000.00",6.00,"€103,240.00",90.24,59.00
2015,United States,Storm Surge,3,3,"€2,100,000.00",1.00,"€373,800.00",100.00,34.00
2015,Nigeria,Drought,2.5,65,"€2,500,000.00",26.00,"€445,000.00",41.46,677.00
2015,Nigeria,Storm Surge,0.6,15,"€180,000.00",25.00,"€32,040.00",43.90,580.00
2016,Chile,Earthquake,3.1,87,"€400,000.00",28.00,"€71,200.00",36.59,75.00
2016,Chile,Wildfire,1.6,45,"€800,000.00",28.00,"€142,400.00",36.59,165.00
2016,Brazil,Extreme Heat,1.3,36,"€130,000.00",28.00,"€23,140.00",36.59,74.00
2016,Canada,Wildfire,3.5,35,"€2,800,000.00",10.00,"€498,400.00",80.49,24.00
2016,Canada,Flood,7.7,23,"€4,620,000.00",3.00,"€822,360.00",97.56,48.00
2016,United States,Tornado,2.9,12,"€290,000.00",4.00,"€51,620.00",95.12,34.00
2016,Mexico,Flood,3.1,3,"€1,860,000.00",1.00,"€331,080.00",100.00,106.00
2016,Canada,Wildfire,1,3,"€800,000.00",3.00,"€142,400.00",97.56,17.00
2016,Canada,Wildfire,0.2,1,"€160,000.00",7.00,"€28,480.00",87.80,50.00
2017,Australia,Extreme Heat,2.1,21,"€210,000.00",10.00,"€37,380.00",80.49,30.00
2017,Australia,Extreme Heat,1.3,23,"€130,000.00",18.00,"€23,140.00",60.98,48.00
2017,New Zealand,Drought,0.2,0,"€200,000.00",2.00,"€35,600.00",100.00,19.00
2017,Mexico,Cyclone,6.5,26,"€650,000.00",4.00,"€115,700.00",95.12,56.00
2017,United States,Cyclone,6.2,37,"€620,000.00",6.00,"€110,360.00",90.24,28.00
2017,South Africa,Extreme Heat,2.1,6,"€210,000.00",3.00,"€37,380.00",97.56,42.00
2018,Brazil,Drought,2.3,39,"€2,070,000.00",17.00,"€368,460.00",63.41,93.00
2018,Brazil,Drought,3.5,39,"€3,150,000.00",11.00,"€560,700.00",78.05,125.00
2018,Canada,Wildfire,2.3,55,"€1,840,000.00",24.00,"€327,520.00",46.34,55.00
2018,Mexico,Drought,3.8,27,"€4,560,000.00",7.00,"€811,680.00",87.80,39.00
2018,Mexico,Flood,0.8,11,"€480,000.00",14.00,"€85,440.00",70.73,131.00
2019,Brazil,Flood,4.1,86,"€400,000.00",21.00,"€71,200.00",53.66,173.00
2019,Australia,Wildfire,0.3,2,"€30,000.00",5.00,"€5,340.00",92.68,17.00
2019,United States,Wildfire,4.1,70,"€3,280,000.00",17.00,"€583,840.00",63.41,52.00
2019,Mexico,Earthquake,2.7,49,"€6,750,000.00",18.00,"€1,201,500.00",60.98,139.00
2019,United States,Storm Surge,3.1,6,"€2,170,000.00",2.00,"€386,260.00",100.00,39.00
2019,South Africa,Wildfire,0.3,2,"€30,000.00",7.00,"€5,340.00",87.80,313.00
2020,Australia,Volcanic Eruption,3.4,41,"€340,000.00",12.00,"€60,520.00",75.61,32.00
2020,Australia,Extreme Heat,0.1,0,"€10,000.00",3.00,"€1,780.00",97.56,48.00
2020,New Zealand,Volcanic Eruption,3.4,24,"€340,000.00",7.00,"€60,520.00",87.80,34.00
2020,New Zealand,Storm Surge,0.6,2,"€180,000.00",4.00,"€32,040.00",95.12,31.00
2020,United States,Extreme Cold,7.5,38,"€750,000.00",5.00,"€133,500.00",92.68,27.00
2020,Canada,Flood,5.3,0,"€3,180,000.00",0.00,"€566,040.00",100.00,42.00
2020,South Africa,Drought,2.2,24,"€2,200,000.00",11.00,"€391,600.00",78.05,266.00
2020,Nigeria,Drought,2.2,90,"€2,200,000.00",41.00,"€391,600.00",4.88,590.00
2021,Brazil,Drought,3.3,135,"€1,800,000.00",41.00,"€320,400.00",4.88,156.00
2021,Chile,Drought,2.9,41,"€2,610,000.00",14.00,"€464,580.00",70.73,80.00
2021,Australia,Drought,3.2,29,"€3,200,000.00",9.00,"€569,600.00",82.93,16.00
2021,Australia,Wildfire,1.9,19,"€190,000.00",10.00,"€33,820.00",80.49,42.00
2021,Canada,Flood,6.4,70,"€3,840,000.00",11.00,"€683,520.00",78.05,16.00
2021,Mexico,Earthquake,1.2,22,"€3,000,000.00",18.00,"€534,000.00",60.98,136.00
2021,Canada,Wildfire,1.6,16,"€1,280,000.00",10.00,"€227,840.00",80.49,59.00
2021,Canada,Wildfire,2,14,"€1,600,000.00",7.00,"€284,800.00",87.80,38.00
2021,United States,Extreme Cold,1,4,"€100,000.00",4.00,"€17,800.00",95.12,56.00
2021,United States,Extreme Cold,5.6,11,"€560,000.00",2.00,"€99,680.00",100.00,42.00
2021,Canada,Extreme Cold,0.8,6,"€80,000.00",8.00,"€14,240.00",85.37,31.00
2021,Mexico,Cyclone,2.3,7,"€230,000.00",3.00,"€40,940.00",97.56,65.00
2021,Mexico,Cyclone,6.9,159,"€690,000.00",23.00,"€122,820.00",48.78,34.00
2021,United States,Extreme Cold,5.9,30,"€590,000.00",5.00,"€105,020.00",92.68,8.00
